,a_mean,a_std,a_range,a_median,a_skew,a_kurtosis,b_dominant_freq,b_total_power,b_band_power_low,b_band_power_mid,b_band_power_high,b_spectral_entropy,b_spectral_flatness,c_avg_time_between_peaks,c_std_time_between_peaks,c_avg_time_between_troughs,c_std_time_between_troughs,c_mean_peak_to_trough_time,c_mean_trough_to_peak_time,c_oscillation_rate,d_slope_magnitude,d_poly_mag_c0,d_poly_mag_c1,d_poly_mag_c2,d_poly_mag_c3,d_poly_peak_c0,d_poly_peak_c1,d_poly_peak_c2,d_poly_peak_c3,d_poly_trough_c0,d_poly_trough_c1,d_poly_trough_c2,d_poly_trough_c3,d_mean_magnitude,d_std_magnitude,d_initial_magnitude,d_final_magnitude,d_mean_peak_to_trough_magnitude,d_mean_trough_to_peak_magnitude,d_initial_peak_to_trough_magnitude,d_final_peak_to_trough_magnitude,d_initial_trough_to_peak_magnitude,d_final_trough_to_peak_magnitude,e_autocorr_lag1,e_autocorr_lagk,e_hurst_exponent,f_early_mean,f_late_mean,f_early_std,f_late_std,f_early_autocorr,f_late_autocorr,f_delta_mean,g_asymmetry_index,g_sharpness_index
Mov. 1 - Cell 17,0.5900822792325024,0.022634159250440693,0.11007774856939623,0.5884789003365748,-0.1030613896730963,-0.030480448210655098,0.8684210526315791,0.00051230516497431,4.515532146618716e-33,4.399525481800402e-06,6.364801073594375e-05,0.8153147684321984,0.28998604800663175,2.8181818181818183,0.9359663764533636,2.8181818181818183,0.7158188976374373,1.5,1.3636363636363635,0.631578947368421,-0.0005922965328926424,0.1561005723425265,-0.02325585924732771,0.0013041354797038425,-2.1747966212904794e-05,0.6575019627354035,-0.011679588469469782,0.0007141433294551751,-1.25469373452937e-05,0.49933932620526594,0.011559963286975557,-0.0005652916129711972,8.437849409886958e-06,0.042484921293394436,0.023198508875761362,0.08015879647185602,0.03951486949423788,0.043890056510005465,0.040952046511636954,0.05814253261662106,0.02935478042652802,0.03951344121152652,0.02935478042652802,-0.2717920993889592,0.20084856784736044,0.3751493095321287,0.5944052737910837,0.5901714153496114,0.030626074392172336,0.013758100266166655,-0.2824543433595199,-0.40759756802065455,-0.004233858441472282,0.9090909090909091,0.09483654375579786
Mov. 1 - Cell 18,0.588344209518249,0.07195130867934392,0.32176424337080417,0.5918639303626482,-0.02689136553876773,-0.364223651021482,1.105263157894737,0.005176990820670232,3.0814879110195774e-33,9.125904531550686e-06,0.00041374790711128936,0.7539012441484565,0.14489497236930746,2.6153846153846154,0.737820234355803,2.6153846153846154,0.737820234355803,1.3076923076923077,1.2857142857142858,0.7368421052631579,-0.0032283232266721433,0.3121040667107572,-0.04334189171710858,0.0028728933492701814,-5.376220243191514e-05,0.7296381897486631,-0.01837678411357371,0.0011892882621199492,-2.191470602888672e-05,0.46005620137060815,0.015460777844795276,-0.001106711864567735,2.1734302849354026e-05,0.12757698900071548,0.0879737550782959,0.2139446097681684,0.03104729543956471,0.12896651275821774,0.1262867169401777,0.15636624882255945,0.03895069782322572,0.16426893706486478,0.03217706706430057,-0.5487959590276401,0.133708267746009,0.35212884288175944,0.5798410749826999,0.5908488498396396,0.07650938712243047,0.030831102319378724,-0.7770986098779525,-0.28836312880444903,0.011007774856939712,0.9831932773109244,0.32176424337080417
Mov. 1 - Cell 20,0.5883442095182488,0.023354180233542472,0.09991623121897497,0.5884767579125076,-0.2791099563780109,-0.21558748054689936,1.4210526315789476,0.0005454177343807858,3.764366118447739e-33,6.105432555940946e-07,4.830556135815873e-05,0.8070657644067684,0.24137601099067182,2.4285714285714284,0.6226998490772391,2.4285714285714284,0.6226998490772392,1.2,1.2142857142857142,0.7894736842105263,-0.0006568946470682373,0.0550331164446996,-0.0025533628866493954,0.00016126385137896985,-3.328997709453289e-06,0.6338778667432788,-0.004825837061513977,0.00027285596548401925,-4.745550265657431e-06,0.5824888502107523,-0.002813108546410393,0.0001333602274628317,-1.6688142234579268e-06,0.03842444952075819,0.020337761896449837,0.056450731744940086,0.02257829310218007,0.038611337850991544,0.038224212024079614,0.04798387183162256,0.028787038048737317,0.042338584414721825,0.027093094752989266,-0.5308952253119218,0.2443898904508182,0.2833646913129058,0.585260336660518,0.5896634466032937,0.029609336193617684,0.015922520038732065,-0.481811746960379,-0.637320738463548,0.004403109942775707,1.0119047619047619,0.09144937130565745
Mov. 1 - Cell 21,0.5870964730174656,0.026135881130960707,0.12871683795347078,0.5876326428300566,0.10944544672912697,-0.031266631938727585,1.5000000000000002,0.0006830842824917079,6.914141850210133e-34,4.076353778744443e-06,6.694790647953977e-05,0.7328611897825748,0.24275402790102057,2.125,0.33071891388307384,2.1333333333333333,0.3399346342395189,1.125,1.0,0.868421052631579,-0.0006322370193734354,0.0878747422877088,-0.009388732443764185,0.0005382245820386756,-9.304249339617237e-06,0.6557232398426694,-0.009435024883001632,0.0005044987843073044,-7.884768496994285e-06,0.5556576484473664,0.002062848080123522,-0.00013264911921214692,2.7736704439632754e-06,0.040904901009295974,0.01961736954160997,0.06380138871928027,0.024259381853525313,0.042440081754902395,0.039369720263689546,0.05870956085305612,0.025959038280119102,0.04007761288253875,0.02144566491202134,-0.6066387447513863,0.40648996287435124,0.3933732362280803,0.5883096488352713,0.5847532248838271,0.031488312911429735,0.025943112669478175,-0.7400352946313871,-0.07938384337732209,-0.0035564239514441764,0.8888888888888888,0.1033076885172497
Mov. 1 - Cell 23,0.5874975009750848,0.026185484240732894,0.1371751281705199,0.5927123302932336,-0.5005509271144944,0.834178086415394,1.1842105263157896,0.0006856795849216707,3.0814879110195774e-33,7.414239346779446e-07,0.00011867160117006263,0.7780718586196159,0.24248918490266072,2.75,0.924211375534118,2.8333333333333335,0.8975274678557507,1.3333333333333333,1.4615384615384615,0.6842105263157895,-0.0022774435455817786,0.10238129952511185,-0.0012230977000868832,-0.0002245397798054901,5.783009454794892e-06,0.6514711382240266,-0.004690192976816106,0.00012654997072305692,-8.460592990039042e-07,0.5448719964006822,-0.0030296854335098494,0.0003444652513632528,-6.742736757421214e-06,0.04640182020348746,0.03052052552917089,0.07959462480084385,0.034998639560717394,0.04515997837579977,0.04754813573673763,0.08693314137213697,0.02314532133861517,0.09032031382227738,0.02540272216401973,-0.44456548206166085,0.18359684484272382,0.3934250453304254,0.5818733784527842,0.5888167606119621,0.04150601977745334,0.015349961937004409,-0.47595329446830853,-0.6351567104874143,0.006943382159177891,1.0961538461538463,0.12362643836995812
Mov. 1 - Cell 24,0.5916420767125383,0.02022578701133796,0.1016108886560787,0.5901714153496115,-0.0289504440691765,0.26013213769828836,1.105263157894737,0.00040908246022800725,8.740841055080463e-33,1.249394989619149e-06,7.946987761231174e-05,0.8435146221922154,0.2790448016392393,3.1,0.8306623862918076,3.2,1.32664991614216,1.5,1.7272727272727273,0.5789473684210527,-0.0014508243523751359,0.03596843925837533,0.008176586386220257,-0.0006806071762519072,1.2988531504629583e-05,0.6168014727342275,0.0018227652927321376,-0.00018883231342071814,3.6744256240603313e-06,0.5706560476565359,-0.004352857674151502,0.00037796557608193315,-7.3625527851679935e-06,0.04104751886378882,0.025962914879909083,0.04967495856194781,0.030485980333975354,0.04115232420874919,0.04095224127746122,0.0705628790751583,0.027661551272135727,0.06661082081264998,0.031048723722276145,-0.418689937045756,0.17075551072320805,0.3131890239882262,0.5869537086431814,0.5935583735573452,0.023434413870068404,0.01406736480712402,-0.15338732016780401,-0.25222305964926006,0.0066046649141637825,1.1515151515151516,0.1016108886560787
Mov. 1 - Cell 25,0.5916420767125382,0.027154634371979822,0.12362429594589086,0.5960984315313405,-0.4136716910274933,0.055845624527502746,1.0263157894736843,0.0007373741678759078,3.0729519334267255e-34,9.030481455399033e-06,5.249093566006881e-05,0.8101966155387609,0.19972545507922,2.5833333333333335,0.6400954789890507,2.6153846153846154,0.737820234355803,1.0769230769230769,1.5384615384615385,0.7105263157894737,-0.0008617594371521864,0.18576202312386927,-0.022740996797520004,0.0011190466169983652,-1.6805064038887934e-05,0.687959340935625,-0.01059522460564592,0.00045165436036610334,-6.047022497873036e-06,0.5283831414084617,0.00784008741898333,-0.0004662634255173723,7.948161519888363e-06,0.052693579138590615,0.030656862841054025,0.10612497616553222,0.028789180472804394,0.05158627549958446,0.05380088277759677,0.0683047641083981,0.05023984437431572,0.0762074523507034,0.056449303462228685,-0.36591753528068244,0.17131805871720152,0.3561731707952822,0.5927116875660134,0.5964373630187613,0.033394304450570754,0.025515348410086274,-0.31290821749573694,-0.3450854571529365,0.003725675452747823,1.4285714285714288,0.10668843369518877
Mov. 1 - Cell 26,0.5901256137972574,0.022902467596005876,0.09822371620593828,0.5901714153496115,-0.15052054607311546,-0.0822656973168363,1.0540540540540542,0.000524523021986099,7.292929752887824e-34,2.5050467187126567e-06,2.062682853500909e-05,0.8190404832595966,0.17817121653235515,2.8181818181818183,0.9359663764533638,2.909090909090909,0.8999540851465149,1.5454545454545454,1.3333333333333333,0.6486486486486487,-0.0010071495752935395,0.10728002998986177,-0.008724610187686756,0.0003683073818249068,-5.189057380172529e-06,0.6642978635096228,-0.007829271213665015,0.0003428323905884749,-4.800344927396681e-06,0.528239688340883,0.00626387976061222,-0.00031146238904319147,4.95963179395919e-06,0.04277945802818928,0.025228439133027258,0.05927373252406828,0.033306838689036423,0.04233761058560046,0.04318448485056236,0.05475678844919204,0.04290204194437841,0.06435341998724538,0.03725746866883339,-0.3074065094927905,0.1578708394726474,0.34097921460806907,0.5942358080473733,0.5901714153496115,0.029828760405208068,0.01841175278603489,-0.28235281625545966,-0.4517891290357953,-0.0040643926977618205,0.8627450980392156,0.09483654375579786
Mov. 1 - Cell 7,0.5900822792325024,0.022634159250440693,0.11007774856939623,0.5884789003365748,-0.1030613896730963,-0.030480448210655098,0.8684210526315791,0.00051230516497431,4.515532146618716e-33,4.399525481800402e-06,6.364801073594375e-05,0.8153147684321984,0.28998604800663175,2.8181818181818183,0.9359663764533636,2.8181818181818183,0.7158188976374373,1.5,1.3636363636363635,0.631578947368421,-0.0005922965328926424,0.1561005723425265,-0.02325585924732771,0.0013041354797038425,-2.1747966212904794e-05,0.6575019627354035,-0.011679588469469782,0.0007141433294551751,-1.25469373452937e-05,0.49933932620526594,0.011559963286975557,-0.0005652916129711972,8.437849409886958e-06,0.042484921293394436,0.023198508875761362,0.08015879647185602,0.03951486949423788,0.043890056510005465,0.040952046511636954,0.05814253261662106,0.02935478042652802,0.03951344121152652,0.02935478042652802,-0.2717920993889592,0.20084856784736044,0.3751493095321287,0.5944052737910837,0.5901714153496114,0.030626074392172336,0.013758100266166655,-0.2824543433595199,-0.40759756802065455,-0.004233858441472282,0.9090909090909091,0.09483654375579786
Mov. 1 - Cell 7.1,0.5894314251861963,0.027248858867266395,0.14435108142509123,0.5884651252062083,-0.8848270160813978,2.258188673795339,1.342105263157895,0.0007425003095682023,2.1852102637701158e-33,5.5296312600524364e-05,0.0001800482743142157,0.8693173348450591,0.3026392736032831,2.9166666666666665,1.5523280008497633,3.0,1.5954480704349312,1.6666666666666667,1.25,0.6578947368421053,-0.001926429867190499,0.13650452685922654,-0.014186541497394605,0.0007113822711139749,-1.162403314449894e-05,0.6365327038731629,0.0005624831492615964,-0.00020006515314081988,4.452598233452504e-06,0.4979255564631839,0.015025229788392372,-0.0009263722043107408,1.63321462056497e-05,0.04354702309140376,0.03063786139431569,0.08926666432261617,0.009596631538053383,0.044820659986065665,0.04227338619674184,0.07751608605150169,0.011854746504813662,0.06526062398013399,0.01298380398819384,-0.10650683931118167,0.10011785254582274,0.5076171145114022,0.5928032193908322,0.5928811533097239,0.031650773502076096,0.015150963795120247,-0.1717079918064775,0.022804991596092568,7.793391889165946e-05,0.75,0.10093153350166784
Mov. 1 - Cell 9,0.5807234379727074,0.08585390077644467,0.377653660010155,0.5791636404926719,-0.23549439060575872,-0.011743797388661825,1.342105263157895,0.007370892278531608,1.5418109527088952e-32,3.52273040284272e-05,0.0005878026030676686,0.8303225793929424,0.26280327321672997,2.6363636363636362,0.77138921583987,2.8333333333333335,1.0671873729054746,1.5,1.3333333333333333,0.6578947368421053,-0.007560764064689638,0.3481884527787736,-0.011000440633714605,-0.0001651712350413661,8.42205979508599e-06,0.7353605960990709,0.0024510104602908384,-0.0006279919973443663,1.4342974084882642e-05,0.3915895176132354,0.012810399081507799,-0.00043386790035276305,5.439164163719104e-06,0.1698443278965752,0.09547115055464638,0.3008798935643722,0.1027392319981032,0.16426982974155935,0.17541882605159098,0.2771696864133892,0.13265746995428782,0.26023453830404275,0.11798115095305735,-0.4349882171148052,0.1885542884193291,0.35193008313712876,0.5884778291245413,0.5727284413222186,0.1065750600340987,0.029721357834422302,-0.2597211695803222,0.14187957827596787,-0.015749387802322712,0.8888888888888888,0.35902314032234905
Mov. 1 - Cell 9.1,0.5954803260577816,0.03596623407525368,0.1659607379365457,0.5924487837672953,-0.4951695338652448,0.35030992894686275,1.1842105263157896,0.0012935699935559385,5.33498599553251e-35,3.79035227974537e-05,0.00010501497182067905,0.8516343776436676,0.2439842942245488,3.0,1.4770978917519928,3.0,1.4770978917519928,1.5833333333333333,1.3636363636363635,0.631578947368421,-0.0005133638563983631,0.13814446105258163,-0.009961301014794805,0.00024100138309821644,5.247049264035174e-09,0.6580039479206745,-0.005388488417430078,0.0001712787124065307,-9.607222870009642e-07,0.5286406566576555,0.0024372195378395975,7.25654259731528e-05,-3.6830427436584723e-06,0.05812344486629857,0.042178507522797656,0.09926568455625902,0.05531953183749283,0.061019586752405576,0.05496401735418184,0.08502510782648864,0.10104386041964374,0.07113147719801642,0.06717356420095079,-0.2652049300392989,0.21041718438155405,0.4378509507431657,0.5934116830206879,0.602364593442897,0.03475066168785807,0.052889015510034054,-0.20022548337239224,-0.25776731394792807,0.008952910422209026,0.8612440191387559,0.1659607379365457
Mov. 1 - M,0.5899931431153936,0.06496441198140748,0.3116048684444501,0.590170344137578,0.2535476438756799,0.21072933962534046,1.105263157894737,0.00422037482409004,6.455333054594337e-33,3.4902090176785874e-06,0.0004456762066755628,0.8234455205514676,0.21206073476617027,2.6666666666666665,0.7453559924999299,2.6666666666666665,0.74535599249993,1.25,1.3846153846153846,0.6842105263157895,-0.0024535291310275507,0.15903760291865396,-0.0024878517878968026,0.00016258660445212233,-4.773441192237096e-06,0.7065050975594397,-0.00679895193332025,0.0002813209258367779,-4.35383380043251e-06,0.539968151400119,-0.0030419287940492705,5.8982477821362865e-05,1.2479059721958647e-06,0.12647029207667307,0.06020050090452184,0.12927101164550306,0.07282099404191862,0.1277177541968302,0.12531878858114343,0.1704791102941334,0.09144937130565751,0.1614473645684479,0.07903116727118731,-0.3836958387154795,0.20130999256510998,0.3845294617818955,0.5998243212264949,0.5839054676804617,0.08018012820440604,0.0372574807892219,-0.3984610538600697,-0.17073539723712128,-0.015918853546033174,1.1076923076923078,0.2997508360809922
Mov. 1 - N,0.5902605514667204,0.08815641579325087,0.44200350929062193,0.5927123302932336,0.09000188833699292,0.6201314378098441,1.5000000000000002,0.007771553645512531,1.4425802131919906e-33,1.7334468276709242e-05,0.0004345586707515465,0.7348788464997674,0.17538799190577575,2.4615384615384617,0.7457969011409736,2.3846153846153846,0.6249260311258431,1.1538461538461537,1.2857142857142858,0.7368421052631579,-0.007767385572915061,0.29012887055330067,0.006532714362526984,-0.0015571653118704072,3.689706000995137e-05,0.8405981904780041,-0.016209030386818566,0.0003233720138860382,-1.0665922263987088e-06,0.5762607710546248,-0.0271485679150896,0.002089868528778984,-4.085132464525085e-05,0.1563670423129547,0.11365882019609105,0.31894267087438744,0.13435141325003594,0.16140413154945216,0.15168974516477846,0.274911571446629,0.1185453226240696,0.25515413669951004,0.10556223277723148,-0.6567342799302305,0.44383027591039453,0.30227994932057695,0.6035502109216494,0.5803490437290176,0.11369292836521995,0.053154432220917584,-0.6517346327452223,-0.14996358673201113,-0.023201167192631766,1.1142857142857145,0.4030542397501077
Mov. 1 - O,0.5767644826081585,0.1103036104176172,0.6350637692523583,0.5850906566744007,-0.8816518170199357,3.159867033279917,1.25,0.012166886471161468,8.559688641721048e-35,0.00016127006384188174,0.0009833035127179057,0.8498131946422834,0.26024229343219796,2.75,0.5951190357119042,2.727272727272727,0.8624393618641035,1.3333333333333333,1.4166666666666667,0.6944444444444444,-0.005787663968408189,0.3354286448361963,-0.019096165571920235,0.0005130295469489616,-4.5230381815086425e-06,0.6707358394732096,0.013575900549806879,-0.0012651212031589516,2.5196216265679326e-05,0.42351151083333005,0.014598209880018878,-0.0007709086016885633,1.3195439608552455e-05,0.15686061317605085,0.11401637307762509,0.25515556498222136,0.07959462480084382,0.1531208334315278,0.1606003929205739,0.26757376901669155,0.08806077057280563,0.28450891712603804,0.11064120609905281,-0.42992532554072127,0.12613511299678623,0.39212295427333405,0.5998243212264949,0.5525755150923063,0.13119390354840332,0.13384841784860638,-0.7543113716560794,-0.2448939098566524,-0.04724880613418858,1.0625000000000002,0.49958329851894223
Mov. 1 - cell 16.1,0.5923209841273551,0.04213119530168974,0.2024944431345586,0.5884498050182331,-0.1512809217955228,0.7539954509851845,1.0263157894736843,0.001775037617549124,2.133994398213004e-34,2.7477235680388374e-05,0.00019104774215785445,0.8079301895289185,0.13746070438024743,3.090909090909091,1.443137078762504,3.2,1.469693845669907,1.4545454545454546,1.6363636363636365,0.6052631578947368,-0.002757044925538958,0.28088696065382424,-0.03265500845099871,0.0015010531820418465,-2.164835150340588e-05,0.7047769944104946,-0.00817230095707766,0.00018968472981374402,-4.991524234993672e-07,0.4306895316148154,0.023095897201191297,-0.0012367014640618675,1.996764461350097e-05,0.07585938385063444,0.05555957375749934,0.16925882619175311,0.028224294660436522,0.07790466931714336,0.07381409838412552,0.1375882602513961,0.07677233816307133,0.11222744972320092,0.07395005152529882,-0.32805459237319706,0.1839483513478198,0.38162325427666793,0.5976709284296777,0.5872924258881955,0.056973580408772005,0.0464287608980404,-0.3133852895476798,-0.28743589015590004,-0.010378502541482204,1.125,0.190758488406309
Mov. 2 - 15 (purple),0.5876518201381696,0.05739936970247595,0.2929764911807114,0.581704555436294,0.3047144082551455,0.41428511622503317,1.3902439024390245,0.003294687642241515,8.982326450919651e-35,5.297549183473271e-05,9.838040197451894e-05,0.7684381051215289,0.1798352450208582,2.8461538461538463,1.0262818510866412,2.769230769230769,1.3674145257408599,1.3571428571428572,1.4615384615384615,0.6829268292682927,-0.001456518256611383,0.15044605706753136,-0.01047264494331342,0.0007512405581457227,-1.4686849005498618e-05,0.6226149754889775,0.0042318413320727,-0.00012717654023901244,-6.038170583026723e-08,0.5004325880433367,0.009293430540873898,-0.0005929537440358309,1.0185266259131283e-05,0.1031160605868004,0.07077720744648171,0.09088448549328958,0.02145137804286697,0.10100580688740367,0.10538864149384307,0.10499734696486351,0.04798315769026688,0.15749673458865102,0.04233787027336614,-0.45062766735945853,0.14693451958361203,0.4113858467541616,0.5784862060026439,0.5734058758122467,0.054695128828310936,0.047535791013600184,-0.25935576756479506,-0.38878422832457704,-0.00508033019039722,1.0769230769230769,0.25233256420309325
Mov. 2 - 15 (white),0.5901300822413895,0.05283316973469188,0.230317014489214,0.5867842428994711,-0.2518915423107731,0.09952696535587213,1.3170731707317076,0.0027913438242147632,7.508491661829977e-33,1.5319784188895118e-05,0.00020420133205328647,0.7937540854805205,0.2226462554541908,2.9166666666666665,1.0374916331657276,2.8461538461538463,0.7692307692307693,1.3846153846153846,1.4615384615384615,0.6585365853658537,-0.0013877513018013803,0.16727835474341363,-0.006091693147841836,2.4653029165362978e-05,2.650782648125934e-06,0.6548189379593112,-0.0024611700772198234,9.099975676944178e-05,-9.817828121387747e-07,0.473384382668798,0.005329870291999547,3.637199280731176e-05,-4.0376728371246095e-06,0.09672459616542349,0.045592222713504785,0.13322092748394426,0.10951286275702833,0.0965292235706859,0.09691996876016108,0.12306012427487867,0.0920135429766697,0.1360439282630725,0.06604593500028207,-0.5087398315275995,0.23613167080822664,0.35745931512722373,0.5922035045772891,0.5837360019367515,0.06656900632222064,0.051085461340090954,-0.6052096728317405,-0.42892374480921286,-0.008467502640537639,1.0555555555555556,0.230317014489214
Mov. 2 - Cell 1,0.5868317219012383,0.08877545863573441,0.4243059910766358,0.585100029002082,-0.4698018498827113,0.6303884374516757,1.4634146341463417,0.007881082055984994,3.3894533893368236e-33,2.89377494497491e-05,0.00028640683345242313,0.8080312144484841,0.22198693635899872,3.0,0.816496580927726,3.0,0.816496580927726,1.5,1.4615384615384615,0.6341463414634146,-0.006400289806784811,0.021626019966229627,0.06145491657463933,-0.003872476700757868,6.142248507138963e-05,0.6247635070242555,0.02372968572205424,-0.001575339448909841,2.5513866554421543e-05,0.5850075461260866,-0.03435465284312224,0.0021305146938534842,-3.3494857764731166e-05,0.17235951733136964,0.11030052733074942,0.12396722182849913,0.08395961842021071,0.17439934161782042,0.17047660260541508,0.26427557744348235,0.05465827507892914,0.19609360543780782,0.06367407303009272,-0.5343149911367934,0.24246887313385365,0.323227093908608,0.5900023691380272,0.5815500585588113,0.1291239765715878,0.03313003865065101,-0.7740301208846015,-0.5355020958629482,-0.008452310579215916,0.9743589743589743,0.39556813510730193
Mov. 2 - Cell 11,0.584719155115735,0.08842567552025453,0.40982644222632125,0.5850917278864345,-0.11569691684515519,0.15701434007320048,0.9512195121951221,0.007819100091213343,1.2391944246574863e-33,4.883707612612567e-05,0.000848593000091854,0.7931144591519167,0.21641358664622384,3.3636363636363638,1.0679400113155209,3.3636363636363638,1.1499191491521379,1.75,1.5454545454545454,0.5853658536585366,-0.004461009435268834,0.018720014209158847,0.03984461933815955,-0.001898483055128396,2.2374199367831996e-05,0.658748393581174,0.0066009825632151195,-0.00020948570019172925,-7.951200758744363e-07,0.6358391090938472,-0.03218848830653174,0.0016257194558575588,-2.2082158210215656e-05,0.17207475047978654,0.10059595075225736,0.13378724157902352,0.03499935370207304,0.1696326742522761,0.17473883363707057,0.17273722526089355,0.04854732936127907,0.20717169315059872,0.07112776488752627,-0.37292631934127013,0.21580774193930774,0.40151635051839496,0.5588416770038627,0.5803490437290176,0.1011610231294599,0.029222772167150073,-0.14530425172987238,0.5138806058528745,0.021507366725154964,0.8831168831168831,0.40982644222632125
Mov. 2 - Cell 12,0.5904605380901836,0.04450990167300298,0.1845912576243517,0.5884789003365748,0.23586764513441263,-0.2074911789179712,1.3170731707317076,0.001981131346940394,3.5929305803678605e-34,1.3588872605619489e-05,0.0002196630501286917,0.8320061179124987,0.26238762424393786,2.8461538461538463,0.9483713850721502,2.8333333333333335,1.1426091000668408,1.3076923076923077,1.5384615384615385,0.6585365853658537,-0.00235356469426342,0.19976022072071709,-0.019649767449875306,0.0011263169111227038,-1.959647879766219e-05,0.6523715820496477,-0.004036784242460718,0.0003330529421570705,-7.005950022888553e-06,0.4663139057092284,0.012969325037860222,-0.000650290562406438,1.029862873624375e-05,0.0875415074062776,0.04475595737432831,0.13096352665853972,0.014113575612929733,0.0891047353669552,0.08597827944559998,0.1095135768983841,0.0321770670643006,0.11459397850291693,0.028225722943147957,-0.3060693881548891,0.1803249270662684,0.35864663179381007,0.581703698466667,0.5922037188196958,0.045105678470754286,0.017066749223760204,0.251061794990633,-0.14991211598144533,0.010500020353028772,1.1764705882352942,0.17951371258524174
Mov. 2 - Cell 13,0.5895931176142216,0.050200719458397956,0.21168863722547515,0.5833970704493306,0.3038440539087217,-0.5439215698401716,1.2439024390243905,0.002520112234140776,1.0558816399448406e-33,5.411890983850176e-05,0.00039318374655488586,0.8692313940679237,0.2960937620208977,3.1666666666666665,1.4043582955293932,3.1818181818181817,1.113404428537808,1.4166666666666667,1.75,0.6097560975609756,3.877624017692503e-05,0.07506251181219742,0.00820778097963748,-0.00041551746396799566,5.889047210847572e-06,0.6458040219027885,-0.004211568367454093,0.0003823146079130778,-7.56266333440457e-06,0.5524837794772376,-0.008150642221812093,0.0005497417855911657,-9.441181005723747e-06,0.11198334550944344,0.03525328890746354,0.09878860201830626,0.09427237208478571,0.11459415703825586,0.10937253398063107,0.09653048705154599,0.12419061004097032,0.09822371620593835,0.10217506032709105,-0.30990798183584,0.12518441537501235,0.3964573153609376,0.5842441849254758,0.5974535147538034,0.04520259414957445,0.05056798067737892,-0.07618945640578655,-0.6164208418593401,0.013209329828327565,1.2352941176470587,0.20491214990112716
Mov. 2 - Cell 14,0.5912453446039472,0.0673764588872162,0.32007172835776765,0.598638275262929,-0.2661153410747779,-0.29441389379286464,1.1707317073170733,0.004539587212180737,1.4520205677088684e-32,2.0134876549774294e-05,0.00033774713490358635,0.8093286357461722,0.2500688592096454,3.0,0.5773502691896257,3.0,0.9128709291752769,1.6923076923076923,1.3333333333333333,0.6341463414634146,-0.0022783587282555018,0.3092685146257986,-0.029750546770774943,0.0014900829914414675,-2.2771562517711965e-05,0.7194796361820623,-0.015658356557257922,0.0009468548499732757,-1.5998174074338865e-05,0.4277589884414947,0.0110758503220479,-0.0004050873414045873,4.931675422640738e-06,0.14178031155130788,0.06222194425222788,0.2376569593432185,0.0818541680503156,0.1423848442943869,0.14112540107963892,0.19080285913633177,0.13209329828327562,0.17386771102698528,0.14846284643889843,-0.38722514510692,0.31033219905406517,0.3531848757286865,0.6043968969129812,0.5795023577376858,0.07854403292751296,0.07088854561427235,-0.2591716470120869,-0.593216871153535,-0.024894539175295383,0.7878787878787878,0.27265559890393587
Mov. 2 - Cell 16,0.5908322747929543,0.07921275882681131,0.4674083738787087,0.5935585877997519,0.5411581864619893,2.0540226620407864,1.024390243902439,0.006274661160954575,4.692807288643736e-34,3.323725712368382e-05,0.00034488307130172005,0.7466203254035475,0.1702717766975349,2.5,0.5,2.466666666666667,0.498887651569859,1.2,1.2666666666666666,0.7560975609756098,-0.001240358320960418,0.04216775928795244,0.034561584555362776,-0.002325228586995573,4.062436160156462e-05,0.5926883886223564,0.01942281721011356,-0.0012724217565525987,2.2312514604607993e-05,0.5812822097826056,-0.021402066628261034,0.0013902473473560114,-2.3596237518824567e-05,0.1386416174444737,0.09508295443668983,0.09540000128545449,0.1603190212264235,0.14259317580803307,0.13469005908091436,0.15918853546033204,0.13378724157902366,0.1258824109126513,0.11064263438176425,-0.5208310563920635,0.19747233924583926,0.38865477354740613,0.5833972846917374,0.6008404729615371,0.07045417896750802,0.0724380522059847,-0.5372626817780886,-0.5648687107834548,0.017443188269799736,1.0555555555555556,0.4674083738787087
Mov. 2 - Cell 18,0.5839343486019717,0.05913675046712538,0.37087717268580705,0.5850917278864344,-1.5158774906412107,5.297533031293094,1.0975609756097562,0.003497155255811054,2.2455816127299127e-33,0.00024492956819719287,0.00030085897027145935,0.8523902340023906,0.27984267348774916,3.0,0.816496580927726,3.0833333333333335,0.9537935951882998,1.3846153846153846,1.6666666666666667,0.6341463414634146,0.000665086967839385,0.023943045511026627,0.01376492494401075,-0.0006900592571968633,1.025023403371144e-05,0.6130277939921122,-4.242556722754588e-05,0.00025222419536448094,-7.145678123600164e-06,0.5973921755654259,-0.017799873273353493,0.0012579248553304212,-2.361828859259932e-05,0.09578460925398653,0.06305513189244201,0.07959391065948822,0.1185453226240696,0.10304318154588424,0.08792115593776402,0.06322364836250964,0.12193178093285434,0.07620745235070343,0.0423371561320105,-0.1384004637743243,0.1565664645110167,0.45959206908013145,0.5833972846917374,0.5605350489865263,0.035109140174707384,0.07801949672451645,-0.22429096352516043,-0.054642389076512074,-0.022862235705211065,1.2037037037037037,0.25063790676598946
