Spearman_Effect_Rank_Rho,Spearman_P,Pearson_Effect_Value_R,Pearson_P,Top5_Overlap,Top10_Overlap,Top15_Overlap
0.9728554571216789,5.791766110907982e-29,0.980329594818419,6.134235975005008e-32,4,10,14
