,a_mean,a_std,a_range,a_median,a_skew,a_kurtosis,b_dominant_freq,b_total_power,b_band_power_low,b_band_power_mid,b_band_power_high,b_spectral_entropy,b_spectral_flatness,c_avg_time_between_peaks,c_std_time_between_peaks,c_avg_time_between_troughs,c_std_time_between_troughs,c_mean_peak_to_trough_time,c_mean_trough_to_peak_time,c_oscillation_rate,d_slope_magnitude,d_poly_mag_c0,d_poly_mag_c1,d_poly_mag_c2,d_poly_mag_c3,d_poly_peak_c0,d_poly_peak_c1,d_poly_peak_c2,d_poly_peak_c3,d_poly_trough_c0,d_poly_trough_c1,d_poly_trough_c2,d_poly_trough_c3,d_mean_magnitude,d_std_magnitude,d_initial_magnitude,d_final_magnitude,d_mean_peak_to_trough_magnitude,d_mean_trough_to_peak_magnitude,d_initial_peak_to_trough_magnitude,d_final_peak_to_trough_magnitude,d_initial_trough_to_peak_magnitude,d_final_trough_to_peak_magnitude,e_autocorr_lag1,e_autocorr_lagk,e_hurst_exponent,f_early_mean,f_late_mean,f_early_std,f_late_std,f_early_autocorr,f_late_autocorr,f_delta_mean,g_asymmetry_index,g_sharpness_index
Mov. 1 - O,0.19265076742953013,0.9251502771790929,0.7830685154829938,0.6068107054380025,0.3900960013141045,0.38235827524554383,0.7266666666666667,0.8730559268825218,8.024708101613482e-35,0.16449659898677255,0.4439694538469757,0.7277541084617871,0.5949980735843591,0.3900709219858156,0.18551486445009244,0.38735177865612647,0.3842685291493615,0.33333333333333326,0.41666666666666674,0.49947423764458443,0.307626674588488,0.5610550340500469,0.2996199879935366,0.6501505796095787,0.42748012186076184,0.4607915705706045,0.6599100636610079,0.1569842065916306,0.9933025543160874,0.4856798216003344,0.7201882526362408,0.138331737711094,0.8635651093929249,0.6186890437754938,0.6642686655093272,0.5075751402411395,0.42956940944450517,0.5977264949119061,0.6398284286753839,0.8325390441806415,0.3743816440374697,0.7053466975070671,0.519078058334978,0.32357377677383203,0.168351176342931,0.5078774647339142,0.8559105662370445,0.2669594136450213,0.7443456422943987,0.7160484622329324,0.021399521977141234,0.4253911674911103,0.12695328250714932,0.36370481927710885,0.7795497114024693
Mov. 1 - cell 16.1,0.8606612543939463,0.2516169883765591,0.18241197577200685,0.670487732612413,0.5744774926860593,0.16746671858280474,0.4821052631578947,0.10995542620531583,2.0804963442022475e-34,0.0279336149133347,0.07859511005967451,0.5526657362428145,0.0910936259077203,0.6028368794326242,0.7805219742032862,0.6956521739130435,0.8308650381843382,0.4545454545454546,0.6363636363636365,0.24290220820189257,0.5921906883933279,0.47885554936349706,0.18172780969648394,0.7966249209377874,0.278803125871986,0.5683229626540429,0.2775566083637617,0.6566662666511645,0.45153274574668983,0.5024118807913462,0.8452051411866885,0.0,0.9717721415191476,0.22401949701140228,0.27466509316493604,0.31154761829029115,0.11431576640736288,0.2327044540959653,0.21528312003117014,0.3556603302468425,0.31892432375539426,0.2093450320858451,0.32405368882950447,0.45049767874372426,0.29376889696181063,0.4631380686359503,0.8338826198246476,0.7029721352232725,0.25790242566612354,0.2129135433507235,0.4354737196706723,0.39317474861269225,0.39384688521980404,0.43222891566265065,0.2285486900616076
Mov. 2 - 15 (purple),0.6601630571428707,0.4024642731718072,0.30805341774185396,0.5426227510863804,0.6895931134797323,0.13712391758367554,0.88,0.22154728161358456,8.447345910812085e-35,0.05395980777400962,0.03585857235535944,0.38757240648511626,0.26500177990647367,0.4500818330605567,0.4880378387093377,0.4147157190635451,0.7556451947004136,0.3571428571428572,0.46153846153846145,0.46633838578133413,0.7143053731278018,0.2822687512552969,0.37460025294407506,0.6854653228230767,0.3392408684990824,0.3087842869747508,0.4956328783833299,0.5478339553548279,0.460783935351825,0.6649838464972779,0.6421450177699446,0.1911809904192731,0.8154682304460668,0.3568246450733039,0.37608775942122347,0.13268718647426764,0.07275117782403806,0.3448136593492759,0.3697409664159508,0.2360938265524006,0.17749008876258632,0.33967617579028514,0.15602556900138143,0.29778008783249954,0.2134725748106293,0.58995696957366,0.6376341517402206,0.5285697372811127,0.24296935519637983,0.21928494226512668,0.486212906746768,0.31642513582770865,0.43219884245330437,0.3795180722891567,0.3384083177248576
Mov. 2 - 15 (white),0.7665819118162354,0.3573508988487508,0.22104580491041015,0.6389148357226961,0.549078429854072,0.10900983638735291,0.8000000000000002,0.18458543536661268,7.503141856428901e-33,0.015524445623614712,0.08466131298943465,0.4934037282870207,0.44070123723927945,0.49408983451536637,0.4959031195137963,0.46488294314381284,0.3157196205909155,0.3846153846153846,0.46153846153846145,0.39616834654150956,0.720762337992427,0.3076366183424543,0.4126919953433816,0.5777488412080558,0.48976115057326974,0.4105122371990504,0.3779635603996434,0.6227709480316315,0.4413568040652979,0.601934130271216,0.5838336265444853,0.37807892251780495,0.5882125542529668,0.32568294034423595,0.20823457321318917,0.22930444958000978,0.6131740988276536,0.32308891976183907,0.32831351178464496,0.30236085966626725,0.39380065256288804,0.27791313287072705,0.2820409650627835,0.22537634243090288,0.4069732973330976,0.3601751225291714,0.777954077752673,0.6583066955108539,0.32079126323524876,0.2397147077672659,0.16142110115025154,0.2860280676247256,0.4076800679888094,0.3560910307898262,0.29912847368219864
Mov. 2 - Cell 1,0.6249472843719097,0.7124553499591247,0.4904147600899665,0.6069883701027798,0.49406716399155415,0.15642618601734132,0.9600000000000001,0.5583381571096407,3.384103583935748e-33,0.029424368351803756,0.12257303575061204,0.5530880624028507,0.4379953443845709,0.5460992907801421,0.34084317900962546,0.5652173913043479,0.35048057676907673,0.5,0.46153846153846145,0.325998307301685,0.2501033550742151,0.08812475248139065,0.9999999999999999,0.0,0.9999999999999998,0.315571206729655,0.8384229785669022,0.05043357424157102,1.0,0.8621291666066875,0.0,0.9999999999999998,0.11754243226456174,0.694205743080703,0.6395032525188651,0.20818629056672777,0.45635685925411595,0.70099052831658,0.6881413392712493,0.8204389464799106,0.21028331544871814,0.45079731092936465,0.2694338151743721,0.19351145886553645,0.4207209698982445,0.21431105927983407,0.7554377520854949,0.6308532412840302,0.7307792511201986,0.13637410390907778,0.002881621590579586,0.20531784264775288,0.4077900389839923,0.26706827309236947,0.5939672730813782
Mov. 2 - Cell 11,0.5342317230750808,0.7089995449720763,0.47030876739958866,0.6068310116557694,0.5834606434997562,0.11414458735759297,0.4,0.5537866601607834,1.2338446192564107e-33,0.04973570692892094,0.38184334889326765,0.49072982433957213,0.4151219174285451,0.773049645390071,0.5172670534867198,0.8023715415019765,0.5956913721991486,0.75,0.5454545454545454,0.18565822882203564,0.43219466995259903,0.08374512652542193,0.8121015902628018,0.2926442331538599,0.6609941256086032,0.42292485463014096,0.5372845678587894,0.5195632357524526,0.4452924640714359,0.9806181966944802,0.031868335491485655,0.8500852887601831,0.29989579375317715,0.6928182480366929,0.5748240749545112,0.23059685194903368,0.1558935027939079,0.6778580185675354,0.7089915230302434,0.4846115755744943,0.18026172683577152,0.4826913389874063,0.30905239823264113,0.3945906041813994,0.3628833811570998,0.5479028821693024,0.43668213187578875,0.6157695909076217,0.5475088415690961,0.11388623019963182,0.5933188182166783,1.0,0.6246595907024073,0.16703176341730563,0.6194067505064789
Mov. 2 - Cell 12,0.7807719899774987,0.27511825237962695,0.15755199424054644,0.671039272225153,0.6722128085643344,0.08158708970700693,0.8000000000000002,0.12508942500575465,3.539432526357104e-34,0.013757695834200882,0.0917919837974641,0.6533131252955275,0.6038026651043146,0.4500818330605567,0.4333723966439257,0.45652173913043503,0.5903153025456027,0.3076923076923077,0.5384615384615385,0.39616834654150956,0.6300760024095596,0.35658986731188863,0.2948064997126031,0.7410703304349899,0.2966168887099051,0.4027813717694082,0.35026280913961694,0.7059089333650557,0.3143412334371005,0.5854527571186958,0.696224307261799,0.17415303151148964,0.8172795485018334,0.28093935424499,0.20266102202050906,0.22415276750121405,0.02771995179138853,0.2870580762849198,0.27478843744023296,0.25266254981227865,0.09983861347928306,0.21615831405808272,0.08101532014393958,0.4778897256862327,0.2859083856465998,0.3652342985681998,0.6705472141803615,0.7646534930526396,0.1801196816797173,0.04392348004824112,0.9655466347340069,0.49731948948700344,0.544980552471109,0.48866052445074426,0.20848591414701273
Mov. 2 - Cell 13,0.7435241567268633,0.3313426829275997,0.19517883757805454,0.5747065751533107,0.689373393288984,0.051537252073957054,0.7200000000000001,0.16466819396899685,1.050531834543765e-33,0.05512690003735214,0.17181665884075004,0.8089302542434997,0.7421350720307732,0.6501182033096928,0.7533130581662225,0.6837944664031621,0.56883715013965,0.41666666666666674,0.75,0.2558282680618602,0.854708042617901,0.16865860762433865,0.5370238552539418,0.5124936380288724,0.5178748229103912,0.3820353399004963,0.347189942902785,0.7228288331737045,0.30260330245597833,0.7863158462988307,0.3855100513356028,0.5305401155947833,0.501874709848276,0.4000295118462268,0.13932752404330667,0.15072540768531212,0.5196450093130272,0.4107575606607374,0.38922956048996615,0.20503140040295195,0.5518787496053049,0.1690280133641736,0.47407798241751564,0.4731071029160397,0.16628877105096834,0.5263462493269473,0.6965349019160936,0.8305861397221044,0.1807548712417231,0.23673640059541368,0.6582246030723305,0.14403926093156094,0.564592470363455,0.5531537916371367,0.25380146018883065
Mov. 2 - Cell 14,0.8144723036878219,0.501036425557007,0.34567728615499943,0.8636234414977846,0.5454876443419029,0.0738231850803929,0.64,0.3129634962348386,1.451485587168761e-32,0.020439233586667334,0.14625027440209012,0.5585118227676946,0.5532455698704603,0.5460992907801421,0.17304750895106638,0.5652173913043479,0.42135769441196835,0.6923076923076923,0.33333333333333326,0.325998307301685,0.6371375668116042,0.5216292397266158,0.2069816840363251,0.7949985919863708,0.2690517340971561,0.614766614166852,0.1459448415530608,0.9167314182166004,0.12474615263100042,0.4955807467879043,0.6683677495216702,0.24697378595739855,0.7315257815676333,0.5452119390837558,0.31906853938876056,0.46764104787266986,0.44343595924181034,0.5456250256179209,0.5445597406168,0.5508890885892219,0.5907027330456445,0.38680853251092256,0.7201112950000758,0.3767752542439506,0.5679409474205189,0.3419616652486184,0.9026853359573783,0.6051359874290974,0.3992761069367323,0.3536893394172394,0.4863858145724447,0.1616112882476936,0.28876943977469327,0.06261409273457474,0.374668399526012
Mov. 2 - Cell 16,0.796734705986232,0.617977302772697,0.5502658094917935,0.7673313568614688,0.7492831377351516,0.28358466649970804,0.47999999999999987,0.44037449091660213,4.6393092346329794e-34,0.03381289654174868,0.14954124201086236,0.2963650175713135,0.22575261999131524,0.23404255319148937,0.11877512584989156,0.21739130434782616,0.11689969285267152,0.19999999999999996,0.2666666666666666,0.6768485035008078,0.7346019983527258,0.11908309951675379,0.7661663667251029,0.22937927827337817,0.8194367331228094,0.21425025744483572,0.762704255042562,0.1544766861886459,0.9325016171593532,0.8534453594538398,0.1905567910493507,0.7801544920847097,0.2757036689919541,0.5299189985828309,0.5380809914493031,0.14299218039525025,0.924965487016544,0.5466360529040473,0.5130790296396518,0.43490540579486137,0.5990246640704487,0.24865792855307123,0.5190856500812315,0.21031151083820754,0.32310729391422055,0.49309948905023937,0.6878716088127588,0.8731232443253356,0.34625485324380023,0.36260736655808595,0.2252301996542353,0.1830789350871433,0.5952401630242614,0.3560910307898262,0.722143648943083
Mov. 2 - Cell 18,0.5005314093647684,0.4196293358782801,0.41622464248846464,0.6068310116557676,0.22998628673854943,0.573293808679092,0.5599999999999999,0.23641500529416204,2.240231807328837e-33,0.24988825800063144,0.12923810554599754,0.738527204267212,0.6754394391213839,0.5460992907801421,0.34084317900962546,0.6195652173913047,0.4514536760295612,0.3846153846153846,0.6666666666666667,0.325998307301685,0.9135163230489264,0.09161672946455543,0.5853424184907193,0.4717928623571617,0.5557373801425645,0.278499680755784,0.4204873212993222,0.6781466911346966,0.31139515909623394,0.8909978978553164,0.24355179876934613,0.7408571954990603,0.2753513345238423,0.32110295789964116,0.32462157829674027,0.10692062726333408,0.6686052372082831,0.3547009842946733,0.28429269274262936,0.08283837634895982,0.540781672104691,0.1056427653559497,0.15602177312825505,0.6867936322329699,0.23436772983700527,0.7953644836657652,0.6878716088127588,0.366923896548383,0.11460193615968683,0.394730801184065,0.5191423050952718,0.5694658589510525,0.3034807044533907,0.5185185185185186,0.335384732999503
Mov. 2 - Cell 2,0.3841609480428403,0.6405221859238267,0.39886851424081915,0.6390332788325477,0.7004402596569286,0.104464709473873,0.88,0.46730362924452207,8.2235611003496e-33,0.07914267928360963,0.26875102923713307,0.4048374055926409,0.4616490782931537,0.4500818330605567,0.3737943758090162,0.46488294314381284,0.44746599018498723,0.5714285714285714,0.23076923076923084,0.46633838578133413,0.33381254488377365,0.5112122563816768,0.3157487420940478,0.6780155050220256,0.3676514963562248,0.7431553575980421,0.23263220981488544,0.7307200978785398,0.32542032782708363,0.5018845564777139,0.6760378883304953,0.2033494810895928,0.792112818126169,0.5938657731018854,0.46579834763196937,0.5296741454285867,0.16588020684759427,0.6041079393141595,0.5825464064128694,0.6653937019340948,0.276721946132063,0.4994660410852982,0.25745340510387404,0.14994359662424162,0.5337205339733624,0.3131402915815167,0.570408678049998,0.48648474182644996,0.5783639832378491,0.13908523435013354,0.11915732755463715,0.6407641567849627,0.4555134525037011,0.0575027382256299,0.5276130842951404
Mov. 2 - Cell 22,0.7062785673216077,0.7758890503193684,0.49147535423911853,0.8315396174308578,0.6668288003604436,0.10406340128881172,0.88,0.6450760685260641,2.3980240152947694e-35,0.18468467499918162,0.12079032420980432,0.4797784816021369,0.42030268656956027,0.4420803782505911,0.3287809806872316,0.46488294314381284,0.5580092362144878,0.5384615384615385,0.3076923076923077,0.39616834654150956,0.4445006612204758,0.3632763110057818,0.5274478130966702,0.5360692238583751,0.4590687846611067,0.5829807206797115,0.4289028804434852,0.5697710205795974,0.45743155946882247,0.7226145752524358,0.33669824542464155,0.5078191678965809,0.5898420388380896,0.8115674349355813,0.5806152052749304,0.6157897996368886,0.5092538621671965,0.8041919749509219,0.8190063822750548,0.6627201106677529,0.45758692067501683,0.4680688768953995,0.5790946083418108,0.32755308770362257,0.28048685646128013,0.3538168887871198,0.6999975892682988,0.6817049282662255,0.5483993659107963,0.2687283458693966,0.22138609950245913,0.20232119002741455,0.4763310856497706,0.13072289156626515,0.589193838156034
Mov. 2 - Cell 23,0.8126974219949723,0.8127942938574854,0.6490303234040273,0.6068310116557676,0.5892979828915578,0.2117116548479298,0.4,0.6983252976362951,7.041193638953033e-33,0.06652204014992068,0.16017175278766607,0.5830734661423471,0.41060783844281323,0.35406437534097135,0.2742612257614111,0.33229813664596275,0.27793109788402304,0.0,0.6428571428571428,0.5365084250211587,0.6261377001522237,0.0031419107634043097,0.8822488676637668,0.20071183960066746,0.7738758627810373,0.0,1.0,0.0,0.9788857940682616,0.6930758752297026,0.40147961634653573,0.49999553806055286,0.5488650832080408,0.5932019031879717,0.7575534182487784,0.23317350787012742,0.3984003506080859,0.5761074023211585,0.6104428517878656,0.10355190039902237,0.4659123601024454,0.19503058339758422,0.4650817631071499,0.2547953401699693,0.18791215727815164,0.48109218226957706,0.7207868628271736,0.8688692647960972,0.3820992080436264,0.40926859734208815,0.24288037950946934,0.4705260340794505,0.5694962252563541,1.0,0.8490462902794236
Mov. 2 - Cell 3,0.7989210033836684,0.32908689625838927,0.1782185883480028,0.5749434613730138,0.6477009053692052,0.05037150477225281,0.8273684210526316,0.16298866404903495,1.7893394834960605e-33,0.013239916763573207,0.05198206735607247,0.27118087847605965,0.2589809522056816,0.3900709219858156,0.41642066128329447,0.45652173913043503,0.4100735681608646,0.46153846153846145,0.33333333333333326,0.4700315457413249,0.8693578378658013,0.16868181567999732,0.5077602553107922,0.5320948139596635,0.5083894425681983,0.5384181515395339,0.22658331390521533,0.8097814113197869,0.24709495390241742,0.8476149959146784,0.39362221759600957,0.5013289608245267,0.535918778473232,0.33574934540372936,0.2060315288490664,0.16060608804717275,0.6015951854573771,0.33802639951207175,0.333136687989838,0.14030714040559925,0.4400502465619522,0.06793663370268684,0.506046914066709,0.25131029484710565,0.39923267933400686,0.19735968963498118,0.7087481726559766,0.6159917781045738,0.24192432558130114,0.22159775980168267,0.3761323666824724,0.2050403823633728,0.43226358437871515,0.19900655252589305,0.21092263781536996
Mov. 2 - Cell 34,0.6424277032866641,0.7803605346458896,0.7430944568234351,0.606790399220241,1.0,0.6932468934781049,0.88,0.6514187069677244,6.81571891375648e-33,0.07051287630041576,0.2656134344025221,0.7237649795875343,0.5924214857586186,0.2132387706855794,0.11799465280467683,0.21739130434782616,0.20467655452064967,0.19999999999999996,0.25,0.7470185427406326,0.42168042990628385,0.7175745343740724,0.042615951138511465,0.8796593397489129,0.2302816762701839,0.809041437272187,0.04830775324043757,0.9067570212333128,0.20711698432943437,0.4492941736462026,0.7197415461664269,0.22760678413581906,0.7309190240855601,0.464209078452264,0.832814101198416,0.6776246524529568,0.3983959680070124,0.4573275051660724,0.47086323307422273,0.8905269556149998,0.2468196330210859,0.6939707016191209,0.31205113800276346,0.2571409302650871,0.007084427096991502,0.5869785689833282,0.6861402651366548,0.8263321601928677,0.9999999999999999,0.15376018917828474,0.2397687118230481,0.06284341843599495,0.5694962252563549,0.3408634538152613,0.9699094071327549
Mov. 2 - Cell 36,0.41007527070013694,0.7309880181463883,0.562019735648221,0.5747065751533089,0.6266318053013079,0.18009075746686026,0.4,0.583053327227396,8.030595751816929e-34,0.03988453966947616,0.30832835893999605,0.5581564315625092,0.24337545719942777,0.3900709219858156,0.2743211545417801,0.5108695652173914,0.4514536760295612,0.46153846153846145,0.5,0.325998307301685,0.15613581903686546,0.5750414377516739,0.37292993153154497,0.5699544729349708,0.4948903439245447,0.9332446474574447,0.0,0.9678406363535713,0.11393966273600875,0.4459096894804876,0.5142369141543022,0.47572556737036004,0.5318016215563496,0.622445975600828,0.6601281192507938,0.5745633048993947,0.4607516160841457,0.6480407247463951,0.5942674594049988,0.8553171087001515,0.28841876293723456,0.5964554099203286,0.27604728139566653,0.5041308607408332,0.6038647974297979,0.3844435060588325,0.564876077432702,0.7051004703324608,0.7616110125684199,0.16538808862267698,0.5590950555482999,0.5068704028767536,0.5854326532384639,0.3240329740012684,0.5922136003975381
Mov. 2 - Cell 4,0.5576687492211434,0.37878858217431877,0.2838488720200959,0.7992578224813851,0.629898315041516,0.12411052786474056,0.47999999999999987,0.2017677184896608,2.240231807328837e-33,0.0939410688369057,0.11428980915921282,0.6814249844154401,0.7519354200833898,0.32320162107396144,0.10415104897325136,0.3645484949832778,0.19544807470158418,0.2857142857142858,0.3571428571428572,0.5365084250211587,0.8700918506732798,0.03352068705264509,0.599853711078427,0.5119530991412489,0.47794490681523083,0.3355998126593862,0.375937713605192,0.7071244985463607,0.29979422773850545,1.0,0.24130996601172894,0.5956412360735572,0.5016480476959875,0.3200645246939276,0.27399831499773075,0.008863820552375237,0.24195742533501644,0.3257658237326093,0.31433345948386016,0.045212723750832046,0.3265509191445719,0.019267903546752993,0.2604485076214986,0.3324494619044741,0.3921647326807009,0.5193792832534707,0.7346868278945982,0.6096225795990913,0.2089539938440423,0.16851510368328784,0.5804910597593602,0.29842383793506766,0.41023739352346444,0.3560910307898262,0.2802929260918912
Mov. 2 - Cell 5,0.7255473072424259,0.20523944556221072,0.11718775778190475,0.8313027312111547,0.49543459488152775,0.08272838679845787,0.1169230769230768,0.08252794039436709,9.92186305718665e-33,0.008518737310689977,0.051334798836941836,0.7414826538660417,0.7102033582307544,0.6595744680851063,0.4246684918329201,0.6956521739130435,0.4705766921228922,0.5454545454545454,0.6363636363636365,0.1982528512496966,0.8786080590607673,0.16314456524236948,0.44202384912379517,0.6211972326443557,0.4077543479193022,0.20503516820147194,0.49284580184710364,0.5586489527265333,0.46491433665407456,0.6681364155371556,0.6482796020378454,0.20018315131383527,0.8004365212060851,0.2437690983059697,0.1677912388997977,0.09245066281645865,0.33878297613719055,0.24244963832216998,0.24511681537856053,0.04107818389627724,0.34869712937235336,0.06955892470788459,0.37126730077360587,0.5027976848453866,0.33881358745982026,0.30941310572019765,0.7329575842120235,0.6563300353059569,0.06370700026371157,0.16881228446204072,0.45571057865904313,0.22348237680197264,0.43838197072739543,0.3596739900779591,0.14758454851941577
Mov. 2 - Cell C1,0.7296239683916106,0.30713087597438904,0.19534268047117248,0.5119292751035669,0.6424296526292375,0.06758549212549492,0.8000000000000002,0.14704138148889132,2.423776597284635e-32,0.08584855932882508,0.04828253847051467,0.6189455173159017,0.45546432680137483,0.5460992907801421,0.46959732511157093,0.5652173913043479,0.35048057676907673,0.33333333333333326,0.6923076923076923,0.325998307301685,0.6493153435356043,0.08867879251816518,0.6577920365728053,0.3938284914632787,0.6157237622728117,0.23015116458808116,0.6174255600534004,0.40413154103505,0.6018169117990964,0.7690535018474915,0.4367677021601802,0.4674640918787407,0.5655695415079468,0.32027930653113823,0.22815753275157052,0.09023666995528555,0.18869370224388227,0.32031372456862844,0.3203891306112959,0.18185782395299102,0.23630898743194073,0.17984522010133414,0.16925496925974506,0.2882857113923464,0.09563264136879863,0.6813323184185689,0.7227756035476842,0.5681233150953418,0.2351525340886573,0.07524306650951873,0.2929484756724221,0.5183402648987137,0.39474717876253973,0.5903614457831328,0.24510791485790184
Mov. 2 - Cell C2,0.7930049549474738,0.35540649569197424,0.21868475740036047,0.6393918225625779,0.6564902244276818,0.061169146741362805,0.24,0.18306120054625435,1.4318224267460686e-33,0.03614894522992775,0.06178137355712385,0.6225566894668213,0.6658701266687498,0.4500818330605567,0.3737943758090162,0.45652173913043503,0.4751491888941518,0.15384615384615374,0.6923076923076923,0.39616834654150956,0.8359934266358822,0.039651909640850934,0.6786765864038008,0.3887987649171023,0.6232361670293762,0.21514769163551284,0.6388452595272139,0.36927802391148035,0.6593495090457937,0.8841562228562319,0.3480888071597193,0.5281807120948081,0.5258133144425341,0.3565443703449078,0.2300135416305502,0.10558175755221487,0.5635130551123724,0.3503828059124477,0.36277034109310513,0.1304652038650642,0.27760082916022205,0.13467519256582633,0.36880420031793554,0.40717220033930956,0.25121517511268887,0.5132945709098744,0.7313734516027814,0.6884610823122168,0.17395042121954143,0.18532160080126828,0.48307733409141373,0.3476821644065229,0.4580224186449889,0.806827309236948,0.2571048198159815
Mov. 2 - Cell C3,0.8018078697468951,0.374979691028955,0.22101896509327928,0.7668543700215871,0.6361463586613689,0.05287701574554451,0.32000000000000006,0.198664382091326,6.593910444254178e-33,0.04853519713856694,0.14724541886004433,0.5203518146066402,0.5085948762769203,0.5460992907801421,0.760227950943059,0.5150501672240801,0.637296554281015,0.46153846153846145,0.46153846153846145,0.39616834654150956,0.6606097353483338,0.05844512471776258,0.8087125675351843,0.2123521968167169,0.8082187634263984,0.14316282754971033,0.8556630505589315,0.08386605957931959,0.956473382564793,0.8474083300876856,0.26949399573694355,0.6600777107367963,0.4032668264911848,0.3905664941451784,0.28754496963539,0.08767915535579714,0.6563582159146589,0.3949373403558117,0.38617489016514917,0.34631420823435644,0.4069819332421708,0.2234020323677165,0.4224144414977478,0.5273534102767101,0.5531145054017457,0.5348254094375764,0.8362671978749558,0.6420149265443005,0.2930067119764441,0.18205719047421143,0.30447512584580827,0.16473203551014576,0.3570254011403097,0.2951807228915664,0.2121164262231825
Mov. 2 - Cell C4,0.7120181387927573,0.5285188390790535,0.3330609343533817,0.6712574594273306,0.6351905894286138,0.06576145629560085,0.88,0.3410569613331368,1.9442303524763533e-32,0.10575076425980096,0.15271394896167897,0.7497183957408193,0.6803367468703511,0.4500818330605567,0.3737943758090163,0.5108695652173914,0.3083446946796604,0.23076923076923084,0.6153846153846154,0.39616834654150956,0.9448337453094342,0.0,0.6916733144158831,0.4301636623266617,0.5542326625201982,0.2370357991840759,0.6085575664018725,0.45572732515413994,0.5359381188197186,0.9737034596444931,0.2737985826737539,0.5585104641031233,0.5205837647086407,0.5307502449888851,0.35438666946827524,0.08256412615682056,0.6150937000025317,0.5248357717611116,0.5367230706826215,0.16746789032837142,0.4785544589045255,0.12499590095107484,0.5177215369285255,0.31766623203881017,0.2571587806325093,0.7334858164009537,0.7674844134341843,0.6673491933268005,0.19235941760894024,0.2336508133600413,0.9312039778719128,0.3179849645037042,0.4203006410227605,0.6378012048192772,0.4430568466662161
Mov. 2 - Cell C5,0.7630750446294243,0.41279332687881565,0.22802158817203577,0.6712574594273306,0.6615356933520877,0.02958273943201467,0.7200000000000001,0.23044079543680662,1.8717731100564185e-33,0.09357664547337846,0.2932660342534717,0.784033057020959,0.7087924759765064,0.5460992907801421,0.34084317900962546,0.5150501672240801,0.5379562531611554,0.3076923076923077,0.6153846153846154,0.39616834654150956,0.7922012494756787,0.26133656645761894,0.5208994720919613,0.46401239350384704,0.6034119773452852,0.40290724665080546,0.5319418175229786,0.38876946747713803,0.7082544993653097,0.6958444119597136,0.5140121406607601,0.3980922857890186,0.6032786856475709,0.41986332297318907,0.2540161092926323,0.24113003132509314,0.9005066017280788,0.4143907286339001,0.425393323745331,0.41826387635745355,0.6629913519575159,0.3460063928212371,0.6725955670035386,0.5064918814600088,0.24931593818772524,0.33010084772889314,0.77952140071132,0.7517967492684674,0.3007727717290726,0.29364808304486284,0.626281066402409,0.0028956665877345467,0.46045608171739144,0.553153791637137,0.21511565246270287
Mov. 2 - P,0.7435241567268633,0.029175684212751907,0.02586696733235551,0.6389148357226961,0.6695653191316568,0.07395834344099549,0.24,0.007867333246237871,8.818840726081308e-34,0.0020907999547824974,0.005586422553874024,0.17939474648245035,0.477902324616277,0.4420803782505911,0.5167389689621974,0.5150501672240801,0.4241327306640523,0.5384615384615385,0.3846153846153846,0.39616834654150956,0.8167567756364474,0.12526284129747517,0.47256118499213273,0.5529033710064059,0.49541254771812976,0.28953720215039236,0.41769367414475445,0.5771987006930627,0.48663932867009985,0.8355622555385633,0.4822335411206334,0.4047157949967926,0.6143013404802541,0.03657001283218447,0.04006189657009068,0.024470897315127804,0.18707132683247493,0.03860513211515887,0.034541125524722605,0.016568723259878015,0.1247973897484475,0.0032546903109741537,0.1560293648745082,0.5209328692994473,0.880632311956403,0.23571190951946286,0.7121257612981138,0.7370012807680277,0.009596098475339543,0.04814979829152899,0.3002890865844693,0.45902716949040967,0.4996200442919789,0.18554216867469886,0.02114598065823166
Mov. 2 - R,0.7399788810319272,0.10482155414591235,0.08935482815349415,0.671039272225153,0.8129501009780528,0.1835913520302357,0.47999999999999987,0.034230712897411475,5.885836170678972e-34,0.0021599522657260164,0.01490957387777591,0.801087823931089,0.6968734918537683,0.2132387706855794,0.27174902286168534,0.21739130434782616,0.20467655452064967,0.2666666666666666,0.1875,0.7470185427406326,0.7343596974873876,0.1034175634036385,0.5349803496177475,0.49951429528377517,0.5332033877691871,0.29683050749068474,0.4426514009231968,0.5590236143833982,0.4895022803917133,0.8541503446257459,0.4233864439101868,0.46782497477166857,0.5704645121837641,0.06814096442648176,0.10776147929613267,0.0,0.10739563931193208,0.07160380014989193,0.06492938123999334,0.10147950000392977,0.061011121636319374,0.07639167309175014,0.030006377066853163,0.4202103874549014,0.274544001332405,0.3855856531698252,0.751970773165489,0.6965925112739848,0.11529722928377836,0.041097764608726065,0.24526166142247752,0.5238924765337236,0.448133719595788,0.22665662650602414,0.1268988188524902
