,a_mean,a_std,a_median,a_skew,a_kurtosis,b_dominant_freq,b_band_power_low,b_band_power_mid,b_band_power_high,b_spectral_entropy,b_spectral_flatness,c_avg_time_between_peaks,c_std_time_between_peaks,c_std_time_between_troughs,c_mean_peak_to_trough_time,c_mean_trough_to_peak_time,d_slope_magnitude,d_poly_mag_c0,d_poly_mag_c1,d_poly_mag_c2,d_poly_mag_c3,d_poly_peak_c0,d_poly_peak_c1,d_poly_peak_c2,d_poly_peak_c3,d_poly_trough_c0,d_poly_trough_c1,d_poly_trough_c2,d_poly_trough_c3,d_initial_magnitude,d_final_magnitude,d_initial_peak_to_trough_magnitude,d_final_peak_to_trough_magnitude,e_autocorr_lag1,e_autocorr_lagk,e_hurst_exponent,f_early_mean,f_late_mean,f_early_std,f_late_std,f_early_autocorr,f_late_autocorr,f_delta_mean,g_asymmetry_index,g_sharpness_index
Mov. 2 - Cell 1,0.6249472843719097,0.7124553499591247,0.6069883701027798,0.4940671639915541,0.1564261860173413,0.96,3.384103583935748e-33,0.0294243683518037,0.122573035750612,0.5530880624028507,0.4379953443845709,0.5460992907801421,0.3408431790096254,0.3504805767690767,0.5,0.4615384615384614,0.2501033550742151,0.0881247524813906,1.0,0.0,0.9999999999999998,0.315571206729655,0.8384229785669022,0.050433574241571,1.0,0.8621291666066875,0.0,0.9999999999999998,0.1175424322645617,0.2081862905667277,0.4563568592541159,0.8204389464799106,0.2102833154487181,0.1935114588655364,0.4207209698982445,0.214311059279834,0.7554377520854949,0.6308532412840302,0.7307792511201986,0.1363741039090777,0.0028816215905795,0.2053178426477528,0.4077900389839923,0.2670682730923694,0.5939672730813782
Mov. 2 - Cell 11,0.5342317230750808,0.7089995449720763,0.6068310116557694,0.5834606434997562,0.1141445873575929,0.4,1.2338446192564109e-33,0.0497357069289209,0.3818433488932676,0.4907298243395721,0.4151219174285451,0.773049645390071,0.5172670534867198,0.5956913721991486,0.75,0.5454545454545454,0.432194669952599,0.0837451265254219,0.8121015902628018,0.2926442331538599,0.6609941256086032,0.4229248546301409,0.5372845678587894,0.5195632357524526,0.4452924640714359,0.9806181966944802,0.0318683354914856,0.8500852887601831,0.2998957937531771,0.2305968519490336,0.1558935027939079,0.4846115755744943,0.1802617268357715,0.3945906041813994,0.3628833811570998,0.5479028821693024,0.4366821318757887,0.6157695909076217,0.5475088415690961,0.1138862301996318,0.5933188182166783,1.0,0.6246595907024073,0.1670317634173056,0.6194067505064789
Mov. 2 - Cell 12,0.7807719899774987,0.2751182523796269,0.671039272225153,0.6722128085643344,0.0815870897070069,0.8000000000000002,3.539432526357104e-34,0.0137576958342008,0.0917919837974641,0.6533131252955275,0.6038026651043146,0.4500818330605567,0.4333723966439257,0.5903153025456027,0.3076923076923077,0.5384615384615385,0.6300760024095596,0.3565898673118886,0.2948064997126031,0.7410703304349899,0.2966168887099051,0.4027813717694082,0.3502628091396169,0.7059089333650557,0.3143412334371005,0.5854527571186958,0.696224307261799,0.1741530315114896,0.8172795485018334,0.224152767501214,0.0277199517913885,0.2526625498122786,0.099838613479283,0.4778897256862327,0.2859083856465998,0.3652342985681998,0.6705472141803615,0.7646534930526396,0.1801196816797173,0.0439234800482411,0.9655466347340068,0.4973194894870034,0.544980552471109,0.4886605244507442,0.2084859141470127
Mov. 2 - Cell 13,0.7435241567268633,0.3313426829275997,0.5747065751533107,0.689373393288984,0.051537252073957,0.7200000000000001,1.050531834543765e-33,0.0551269000373521,0.17181665884075,0.8089302542434997,0.7421350720307732,0.6501182033096928,0.7533130581662225,0.56883715013965,0.4166666666666667,0.75,0.854708042617901,0.1686586076243386,0.5370238552539418,0.5124936380288724,0.5178748229103912,0.3820353399004963,0.347189942902785,0.7228288331737045,0.3026033024559783,0.7863158462988307,0.3855100513356028,0.5305401155947833,0.501874709848276,0.1507254076853121,0.5196450093130272,0.2050314004029519,0.5518787496053049,0.4731071029160397,0.1662887710509683,0.5263462493269473,0.6965349019160936,0.8305861397221044,0.1807548712417231,0.2367364005954136,0.6582246030723305,0.1440392609315609,0.564592470363455,0.5531537916371367,0.2538014601888306
Mov. 2 - Cell 14,0.8144723036878219,0.501036425557007,0.8636234414977846,0.5454876443419029,0.0738231850803929,0.64,1.451485587168761e-32,0.0204392335866673,0.1462502744020901,0.5585118227676946,0.5532455698704603,0.5460992907801421,0.1730475089510663,0.4213576944119683,0.6923076923076923,0.3333333333333332,0.6371375668116042,0.5216292397266158,0.2069816840363251,0.7949985919863708,0.2690517340971561,0.614766614166852,0.1459448415530608,0.9167314182166004,0.1247461526310004,0.4955807467879043,0.6683677495216702,0.2469737859573985,0.7315257815676333,0.4676410478726698,0.4434359592418103,0.5508890885892219,0.5907027330456445,0.3767752542439506,0.5679409474205189,0.3419616652486184,0.9026853359573784,0.6051359874290974,0.3992761069367323,0.3536893394172394,0.4863858145724447,0.1616112882476936,0.2887694397746932,0.0626140927345747,0.374668399526012
Mov. 2 - Cell 16,0.796734705986232,0.617977302772697,0.7673313568614688,0.7492831377351516,0.283584666499708,0.4799999999999998,4.639309234632979e-34,0.0338128965417486,0.1495412420108623,0.2963650175713135,0.2257526199913152,0.2340425531914893,0.1187751258498915,0.1168996928526715,0.1999999999999999,0.2666666666666666,0.7346019983527258,0.1190830995167537,0.7661663667251029,0.2293792782733781,0.8194367331228094,0.2142502574448357,0.762704255042562,0.1544766861886459,0.9325016171593532,0.8534453594538398,0.1905567910493507,0.7801544920847097,0.2757036689919541,0.1429921803952502,0.924965487016544,0.4349054057948613,0.5990246640704487,0.2103115108382075,0.3231072939142205,0.4930994890502393,0.6878716088127588,0.8731232443253356,0.3462548532438002,0.3626073665580859,0.2252301996542353,0.1830789350871433,0.5952401630242614,0.3560910307898262,0.722143648943083
Mov. 2 - Cell 18,0.5005314093647684,0.4196293358782801,0.6068310116557676,0.2299862867385494,0.573293808679092,0.5599999999999999,2.240231807328837e-33,0.2498882580006314,0.1292381055459975,0.738527204267212,0.6754394391213839,0.5460992907801421,0.3408431790096254,0.4514536760295612,0.3846153846153846,0.6666666666666667,0.9135163230489264,0.0916167294645554,0.5853424184907193,0.4717928623571617,0.5557373801425645,0.278499680755784,0.4204873212993222,0.6781466911346966,0.3113951590962339,0.8909978978553164,0.2435517987693461,0.7408571954990603,0.2753513345238423,0.106920627263334,0.6686052372082831,0.0828383763489598,0.540781672104691,0.6867936322329699,0.2343677298370052,0.7953644836657652,0.6878716088127588,0.366923896548383,0.1146019361596868,0.394730801184065,0.5191423050952718,0.5694658589510525,0.3034807044533907,0.5185185185185186,0.335384732999503
Mov. 2 - Cell 2,0.3841609480428403,0.6405221859238267,0.6390332788325477,0.7004402596569286,0.104464709473873,0.88,8.2235611003496e-33,0.0791426792836096,0.268751029237133,0.4048374055926409,0.4616490782931537,0.4500818330605567,0.3737943758090162,0.4474659901849872,0.5714285714285714,0.2307692307692308,0.3338125448837736,0.5112122563816768,0.3157487420940478,0.6780155050220256,0.3676514963562248,0.7431553575980421,0.2326322098148854,0.7307200978785398,0.3254203278270836,0.5018845564777139,0.6760378883304953,0.2033494810895928,0.792112818126169,0.5296741454285867,0.1658802068475942,0.6653937019340948,0.276721946132063,0.1499435966242416,0.5337205339733624,0.3131402915815167,0.570408678049998,0.4864847418264499,0.5783639832378491,0.1390852343501335,0.1191573275546371,0.6407641567849627,0.4555134525037011,0.0575027382256299,0.5276130842951404
Mov. 2 - Cell 22,0.7062785673216077,0.7758890503193684,0.8315396174308578,0.6668288003604436,0.1040634012888117,0.88,2.398024015294769e-35,0.1846846749991816,0.1207903242098043,0.4797784816021369,0.4203026865695602,0.4420803782505911,0.3287809806872316,0.5580092362144878,0.5384615384615385,0.3076923076923077,0.4445006612204758,0.3632763110057818,0.5274478130966702,0.5360692238583751,0.4590687846611067,0.5829807206797115,0.4289028804434852,0.5697710205795974,0.4574315594688224,0.7226145752524358,0.3366982454246415,0.5078191678965809,0.5898420388380896,0.6157897996368886,0.5092538621671965,0.6627201106677529,0.4575869206750168,0.3275530877036225,0.2804868564612801,0.3538168887871198,0.6999975892682988,0.6817049282662255,0.5483993659107963,0.2687283458693966,0.2213860995024591,0.2023211900274145,0.4763310856497706,0.1307228915662651,0.589193838156034
Mov. 2 - Cell 23,0.8126974219949723,0.8127942938574854,0.6068310116557676,0.5892979828915578,0.2117116548479298,0.4,7.041193638953033e-33,0.0665220401499206,0.160171752787666,0.5830734661423471,0.4106078384428132,0.3540643753409713,0.2742612257614111,0.277931097884023,0.0,0.6428571428571428,0.6261377001522237,0.0031419107634043,0.8822488676637668,0.2007118396006674,0.7738758627810373,0.0,1.0,0.0,0.9788857940682616,0.6930758752297026,0.4014796163465357,0.4999955380605528,0.5488650832080408,0.2331735078701274,0.3984003506080859,0.1035519003990223,0.4659123601024454,0.2547953401699693,0.1879121572781516,0.481092182269577,0.7207868628271736,0.8688692647960972,0.3820992080436264,0.4092685973420881,0.2428803795094693,0.4705260340794505,0.5694962252563541,1.0,0.8490462902794236
Mov. 2 - Cell 3,0.7989210033836684,0.3290868962583892,0.5749434613730138,0.6477009053692052,0.0503715047722528,0.8273684210526316,1.7893394834960605e-33,0.0132399167635732,0.0519820673560724,0.2711808784760596,0.2589809522056816,0.3900709219858156,0.4164206612832944,0.4100735681608646,0.4615384615384614,0.3333333333333332,0.8693578378658013,0.1686818156799973,0.5077602553107922,0.5320948139596635,0.5083894425681983,0.5384181515395339,0.2265833139052153,0.8097814113197869,0.2470949539024174,0.8476149959146784,0.3936222175960095,0.5013289608245267,0.535918778473232,0.1606060880471727,0.6015951854573771,0.1403071404055992,0.4400502465619522,0.2513102948471056,0.3992326793340068,0.1973596896349811,0.7087481726559766,0.6159917781045738,0.2419243255813011,0.2215977598016826,0.3761323666824724,0.2050403823633728,0.4322635843787151,0.199006552525893,0.2109226378153699
Mov. 2 - Cell 34,0.6424277032866641,0.7803605346458896,0.606790399220241,1.0,0.6932468934781049,0.88,6.81571891375648e-33,0.0705128763004157,0.2656134344025221,0.7237649795875343,0.5924214857586186,0.2132387706855794,0.1179946528046768,0.2046765545206496,0.1999999999999999,0.25,0.4216804299062838,0.7175745343740724,0.0426159511385114,0.8796593397489129,0.2302816762701839,0.809041437272187,0.0483077532404375,0.9067570212333128,0.2071169843294343,0.4492941736462026,0.7197415461664269,0.227606784135819,0.7309190240855601,0.6776246524529568,0.3983959680070124,0.8905269556149998,0.2468196330210859,0.2571409302650871,0.0070844270969915,0.5869785689833282,0.6861402651366548,0.8263321601928677,1.0,0.1537601891782847,0.2397687118230481,0.0628434184359949,0.5694962252563549,0.3408634538152613,0.9699094071327548
Mov. 2 - Cell 36,0.4100752707001369,0.7309880181463883,0.5747065751533089,0.6266318053013079,0.1800907574668602,0.4,8.030595751816929e-34,0.0398845396694761,0.308328358939996,0.5581564315625092,0.2433754571994277,0.3900709219858156,0.2743211545417801,0.4514536760295612,0.4615384615384614,0.5,0.1561358190368654,0.5750414377516739,0.3729299315315449,0.5699544729349708,0.4948903439245447,0.9332446474574448,0.0,0.9678406363535712,0.1139396627360087,0.4459096894804876,0.5142369141543022,0.47572556737036,0.5318016215563496,0.5745633048993947,0.4607516160841457,0.8553171087001515,0.2884187629372345,0.5041308607408332,0.6038647974297979,0.3844435060588325,0.564876077432702,0.7051004703324608,0.7616110125684199,0.1653880886226769,0.5590950555482999,0.5068704028767536,0.5854326532384639,0.3240329740012684,0.5922136003975381
Mov. 2 - Cell 4,0.5576687492211434,0.3787885821743187,0.7992578224813851,0.629898315041516,0.1241105278647405,0.4799999999999998,2.240231807328837e-33,0.0939410688369057,0.1142898091592128,0.6814249844154401,0.7519354200833898,0.3232016210739614,0.1041510489732513,0.1954480747015841,0.2857142857142858,0.3571428571428572,0.8700918506732798,0.033520687052645,0.599853711078427,0.5119530991412489,0.4779449068152308,0.3355998126593862,0.375937713605192,0.7071244985463607,0.2997942277385054,1.0,0.2413099660117289,0.5956412360735572,0.5016480476959875,0.0088638205523752,0.2419574253350164,0.045212723750832,0.3265509191445719,0.3324494619044741,0.3921647326807009,0.5193792832534707,0.7346868278945982,0.6096225795990913,0.2089539938440423,0.1685151036832878,0.5804910597593602,0.2984238379350676,0.4102373935234644,0.3560910307898262,0.2802929260918912
Mov. 2 - Cell 5,0.7255473072424259,0.2052394455622107,0.8313027312111547,0.4954345948815277,0.0827283867984578,0.1169230769230768,9.921863057186649e-33,0.0085187373106899,0.0513347988369418,0.7414826538660417,0.7102033582307544,0.6595744680851063,0.4246684918329201,0.4705766921228922,0.5454545454545454,0.6363636363636365,0.8786080590607673,0.1631445652423694,0.4420238491237951,0.6211972326443557,0.4077543479193022,0.2050351682014719,0.4928458018471036,0.5586489527265333,0.4649143366540745,0.6681364155371556,0.6482796020378454,0.2001831513138352,0.8004365212060851,0.0924506628164586,0.3387829761371905,0.0410781838962772,0.3486971293723533,0.5027976848453866,0.3388135874598202,0.3094131057201976,0.7329575842120235,0.6563300353059569,0.0637070002637115,0.1688122844620407,0.4557105786590431,0.2234823768019726,0.4383819707273954,0.3596739900779591,0.1475845485194157
Mov. 2 - Cell C1,0.7296239683916106,0.307130875974389,0.5119292751035669,0.6424296526292375,0.0675854921254949,0.8000000000000002,2.423776597284635e-32,0.085848559328825,0.0482825384705146,0.6189455173159017,0.4554643268013748,0.5460992907801421,0.4695973251115709,0.3504805767690767,0.3333333333333332,0.6923076923076923,0.6493153435356043,0.0886787925181651,0.6577920365728053,0.3938284914632787,0.6157237622728117,0.2301511645880811,0.6174255600534004,0.40413154103505,0.6018169117990964,0.7690535018474915,0.4367677021601802,0.4674640918787407,0.5655695415079468,0.0902366699552855,0.1886937022438822,0.181857823952991,0.2363089874319407,0.2882857113923464,0.0956326413687986,0.6813323184185689,0.7227756035476842,0.5681233150953418,0.2351525340886573,0.0752430665095187,0.2929484756724221,0.5183402648987137,0.3947471787625397,0.5903614457831328,0.2451079148579018
Mov. 2 - Cell C2,0.7930049549474738,0.3554064956919742,0.6393918225625779,0.6564902244276818,0.0611691467413628,0.24,1.4318224267460687e-33,0.0361489452299277,0.0617813735571238,0.6225566894668213,0.6658701266687498,0.4500818330605567,0.3737943758090162,0.4751491888941518,0.1538461538461537,0.6923076923076923,0.8359934266358822,0.0396519096408509,0.6786765864038008,0.3887987649171023,0.6232361670293762,0.2151476916355128,0.6388452595272139,0.3692780239114803,0.6593495090457937,0.8841562228562319,0.3480888071597193,0.5281807120948081,0.5258133144425341,0.1055817575522148,0.5635130551123724,0.1304652038650642,0.277600829160222,0.4071722003393095,0.2512151751126888,0.5132945709098744,0.7313734516027814,0.6884610823122168,0.1739504212195414,0.1853216008012682,0.4830773340914137,0.3476821644065229,0.4580224186449889,0.806827309236948,0.2571048198159815
Mov. 2 - Cell C3,0.8018078697468951,0.374979691028955,0.7668543700215871,0.6361463586613689,0.0528770157455445,0.32,6.593910444254178e-33,0.0485351971385669,0.1472454188600443,0.5203518146066402,0.5085948762769203,0.5460992907801421,0.760227950943059,0.637296554281015,0.4615384615384614,0.4615384615384614,0.6606097353483338,0.0584451247177625,0.8087125675351843,0.2123521968167169,0.8082187634263984,0.1431628275497103,0.8556630505589315,0.0838660595793195,0.956473382564793,0.8474083300876856,0.2694939957369435,0.6600777107367963,0.4032668264911848,0.0876791553557971,0.6563582159146589,0.3463142082343564,0.4069819332421708,0.5273534102767101,0.5531145054017457,0.5348254094375764,0.8362671978749558,0.6420149265443005,0.2930067119764441,0.1820571904742114,0.3044751258458082,0.1647320355101457,0.3570254011403097,0.2951807228915664,0.2121164262231825
Mov. 2 - Cell C4,0.7120181387927573,0.5285188390790535,0.6712574594273306,0.6351905894286138,0.0657614562956008,0.88,1.944230352476353e-32,0.1057507642598009,0.1527139489616789,0.7497183957408193,0.6803367468703511,0.4500818330605567,0.3737943758090163,0.3083446946796604,0.2307692307692308,0.6153846153846154,0.9448337453094342,0.0,0.6916733144158831,0.4301636623266617,0.5542326625201982,0.2370357991840759,0.6085575664018725,0.4557273251541399,0.5359381188197186,0.9737034596444932,0.2737985826737539,0.5585104641031233,0.5205837647086407,0.0825641261568205,0.6150937000025317,0.1674678903283714,0.4785544589045255,0.3176662320388101,0.2571587806325093,0.7334858164009537,0.7674844134341843,0.6673491933268005,0.1923594176089402,0.2336508133600413,0.9312039778719128,0.3179849645037042,0.4203006410227605,0.6378012048192772,0.4430568466662161
Mov. 2 - Cell C5,0.7630750446294243,0.4127933268788156,0.6712574594273306,0.6615356933520877,0.0295827394320146,0.7200000000000001,1.8717731100564185e-33,0.0935766454733784,0.2932660342534717,0.784033057020959,0.7087924759765064,0.5460992907801421,0.3408431790096254,0.5379562531611554,0.3076923076923077,0.6153846153846154,0.7922012494756787,0.2613365664576189,0.5208994720919613,0.464012393503847,0.6034119773452852,0.4029072466508054,0.5319418175229786,0.388769467477138,0.7082544993653097,0.6958444119597136,0.5140121406607601,0.3980922857890186,0.6032786856475709,0.2411300313250931,0.9005066017280788,0.4182638763574535,0.6629913519575159,0.5064918814600088,0.2493159381877252,0.3301008477288931,0.77952140071132,0.7517967492684674,0.3007727717290726,0.2936480830448628,0.626281066402409,0.0028956665877345,0.4604560817173914,0.553153791637137,0.2151156524627028
Mov. 2 - P,0.7435241567268633,0.0291756842127519,0.6389148357226961,0.6695653191316568,0.0739583434409954,0.24,8.818840726081308e-34,0.0020907999547824,0.005586422553874,0.1793947464824503,0.477902324616277,0.4420803782505911,0.5167389689621974,0.4241327306640523,0.5384615384615385,0.3846153846153846,0.8167567756364474,0.1252628412974751,0.4725611849921327,0.5529033710064059,0.4954125477181297,0.2895372021503923,0.4176936741447544,0.5771987006930627,0.4866393286700998,0.8355622555385633,0.4822335411206334,0.4047157949967926,0.6143013404802541,0.0244708973151278,0.1870713268324749,0.016568723259878,0.1247973897484475,0.5209328692994473,0.880632311956403,0.2357119095194628,0.7121257612981138,0.7370012807680277,0.0095960984753395,0.0481497982915289,0.3002890865844693,0.4590271694904096,0.4996200442919789,0.1855421686746988,0.0211459806582316
Mov. 2 - R,0.7399788810319272,0.1048215541459123,0.671039272225153,0.8129501009780528,0.1835913520302357,0.4799999999999998,5.8858361706789724e-34,0.002159952265726,0.0149095738777759,0.801087823931089,0.6968734918537683,0.2132387706855794,0.2717490228616853,0.2046765545206496,0.2666666666666666,0.1875,0.7343596974873876,0.1034175634036385,0.5349803496177475,0.4995142952837751,0.5332033877691871,0.2968305074906847,0.4426514009231968,0.5590236143833982,0.4895022803917133,0.8541503446257459,0.4233864439101868,0.4678249747716685,0.5704645121837641,0.0,0.107395639311932,0.1014795000039297,0.0610111216363193,0.4202103874549014,0.274544001332405,0.3855856531698252,0.751970773165489,0.6965925112739848,0.1152972292837783,0.041097764608726,0.2452616614224775,0.5238924765337236,0.448133719595788,0.2266566265060241,0.1268988188524902
Mov. 2 - S,0.6637083328378104,0.0780020126542997,0.6068310116557676,0.8380938965665234,0.2191806334062027,0.7200000000000001,3.2282877169299976e-33,0.0286123233198355,0.0022711815065948,0.5235461607716312,0.6088384746753245,0.4500818330605567,0.3737943758090162,0.3850186991680852,0.3846153846153846,0.4285714285714286,0.7758490913685236,0.2656090570976613,0.2774437541587852,0.7604538033173868,0.2866812282298542,0.4749384862884604,0.1635387547568649,0.88149436966833,0.1729724787565468,0.7577311752861431,0.5921795271571956,0.2657612404762192,0.7446159736646971,0.1326871864742678,0.0069376574997258,0.0766264151141129,0.1608532435182262,0.3501723513077698,0.2596106516100873,0.4881869002489907,0.7329128432827163,0.745509239826502,0.0865638761606631,0.1001200529353784,0.2335506618451429,0.4551119978455825,0.4898140853458051,0.3299866131191435,0.0755322808761133
Mov. 2 - T,0.7612617544284461,0.0870003463461875,0.7031230962920834,0.7324649233895753,0.1229749678256265,0.7200000000000001,2.586206045851345e-34,0.0033777799211464,0.0004747163410208,0.258679100242412,0.2757948964923008,0.4420803782505911,0.2501119210440089,0.6733710969552316,0.3076923076923077,0.75,0.676478771215421,0.1707219541343611,0.4570828638042924,0.5793418732814319,0.4515960225550151,0.3623123200411404,0.358873381373865,0.6628383671449388,0.3720118002128475,0.8000706605054642,0.4817512220888078,0.4027773824211873,0.6263796656850961,0.0824464704214239,0.0173244220444832,0.1408315277337472,0.0360558537697787,0.1604839455901523,0.5856536201462493,0.0,0.7450410153125286,0.7476348842465521,0.0993798722267161,0.0,0.2578035135107582,0.3430567927486833,0.4824569021668339,0.666017009213324,0.0664729941515995
Mov. 2 - U,0.7382039993390777,0.0199493409970505,0.7031230962920834,0.5814957021161095,0.0400263248418593,0.64,3.539432526357104e-34,0.0084400650538776,0.0126942060195228,0.8944088427194932,0.9873475802862332,0.4940898345153663,0.4371768599995386,0.4241327306640524,0.3846153846153846,0.5384615384615385,0.7565498872661565,0.1653446584433677,0.4238537130557565,0.5984379048423603,0.449980005355394,0.3155903831618225,0.3708597338221813,0.6418039991051186,0.4087915830999179,0.7951378503982407,0.522698967165553,0.3729254847336103,0.6349635943335964,0.0798698145003308,0.1351024433000986,0.0186385036797551,0.0554608286846998,0.4568976833854934,0.2590269449060853,0.6808902020271905,0.7242517417536547,0.6987181556940367,0.0449895472390183,0.0556625628477923,0.3029933307362349,0.3664493528248785,0.4689739024707978,0.4170013386880857,0.024169565383586
Mov. 2 - V,0.8028996150621559,0.0279972030484136,0.6870811842586182,0.656707615491028,0.0596849488491845,0.5080000000000001,2.5465073709120117e-35,0.0039942871519622,0.0240132676161175,0.5846028345285812,0.4356648357075672,0.3540643753409713,0.2742612257614111,0.2806920448121922,0.4615384615384614,0.2142857142857142,0.7659645164373857,0.1999769999174512,0.3879940939038988,0.6319316171425446,0.4186514505189451,0.4073063139630624,0.2860855909314054,0.7169124327722651,0.3527639111297259,0.7889052759980846,0.5331216584506577,0.3534348332608856,0.6609069631676413,0.060540820683653,0.0658398159307548,0.0393415478289573,0.0277409395502228,0.6326615184812387,0.0,0.7156939524011083,0.7658280972971312,0.7433835954064536,0.0406921877989309,0.0418710552909126,0.5585016086563901,0.2943634766871218,0.4652968617209355,0.109701965757768,0.0302090898665951
Mov. 2 - W,0.7825468716703448,0.0617002637531961,0.6709986597896247,0.6439678688585029,0.0268406413613422,0.64,5.8858361706789724e-34,0.00366870804509,0.048548144533178,0.7726978815017089,0.7528187588267593,0.4940898345153663,0.4371768599995387,0.7209574725298418,0.3333333333333332,0.5384615384615385,0.8112893891106583,0.0992138209100144,0.499608653845871,0.5415239335385458,0.494284962287202,0.2198842752629577,0.4581314343482529,0.5652596438012165,0.4776575848146578,0.8044969846625858,0.4963780863524882,0.3886667192158141,0.6335642176038542,0.0167441890786295,0.1628136298893396,0.0144963228647855,0.1331158123706278,0.716966718186083,0.1863072421926699,0.4918266687139832,0.8195326248704227,0.6498014271415178,0.0502591837562091,0.0402763808359664,0.763402210301183,0.4781200379258988,0.3733553345781406,0.4638554216867472,0.018126218416727
Mov. 2 - X,0.7523940775003446,0.0698287788503654,0.671039272225153,0.6419295808533436,0.0841365001051022,0.0,1.9827059874301823e-36,0.0026956894389848,0.0294465450704325,0.6479639246401789,0.6774017751165197,0.8581560283687946,0.612844665138098,0.6519606742265649,0.9090909090909092,0.4545454545454546,0.8013574716756764,0.0780478451528573,0.5421336974672003,0.5134914418812295,0.509447210816765,0.2428466683962908,0.4507525586728752,0.5879724622009758,0.4444988938086755,0.852270503043677,0.4181295865350761,0.4663217091175906,0.5773632124337479,0.0154566759997784,0.131627040648625,0.0497061697796337,0.1025997263445954,0.7354231151319227,0.524560667543062,0.5881016778709778,0.8056731091645064,0.7284960123986943,0.0320631781729253,0.0557302736667118,0.90496284507117,0.4446547120752792,0.4285202508638175,0.034136546184739,0.0362600818011542
Mov. 2 - Y,0.6867683317725586,0.0615180206815829,0.5747065751533107,0.8640852143700546,0.1326826716568596,0.96,6.064279709547687e-35,0.0112302060652877,0.0061867467709558,0.414208848690019,0.6462956627499304,0.3540643753409713,0.4065658867465402,0.5076144084141582,0.2857142857142858,0.4285714285714286,0.7302454461111035,0.1378340317282832,0.4926374452774252,0.526172539437429,0.5198643010430606,0.3030629568861538,0.4632175179067255,0.5079198317428543,0.5577618532782336,0.8198109887024339,0.4947824239448745,0.389386919096096,0.6303262084487079,0.0463765470528988,0.1732091596362437,0.0973399391641754,0.0915096656492299,0.3276553400966291,0.9833763426111828,0.4544560248774205,0.739842601135674,0.7114800942817441,0.0812399946742656,0.0253631105577372,0.1355862145329633,0.6076858766674565,0.4652968617209346,0.4170013386880857,0.0543863002178814
Mov. 2 - Z,0.741751518879397,0.0,0.7031230962920834,0.6546597000120464,0.0544370831976236,0.88,1.1197037681501774e-34,0.006557399346666,0.0074098569272985,0.4426686142641602,0.5125523702412266,0.2132387706855794,0.2017384246820241,0.1993585171364586,0.1875,0.2666666666666666,0.8145495482944503,0.1306464966643788,0.4462092162824181,0.5839923073510942,0.4614867624074313,0.2823225173983079,0.4085450960635379,0.5914663388175475,0.4679208422436834,0.8277573922576575,0.5121653792946305,0.363140974887166,0.654320822342842,0.0193224747631138,0.1143157664073628,5.239950430113716e-06,0.06377925130688,0.4063816145365408,0.6191804045502487,0.5517608213270588,0.7554334605176924,0.7178624089201717,0.0,0.0304444710892701,0.4562447203003079,0.078940737990609,0.4579427802212124,0.3682730923694779,0.0
Mov. 3 - Cell 1,0.7019843147386915,0.3705768818310648,0.7031230962920834,0.6048337966657288,0.2086582212652317,0.4533333333333332,2.028913698357942e-33,0.0070511233397584,0.0695784445215716,0.5715709604390375,0.3806413655600058,0.5460992907801421,0.5365658554249882,0.5587061225325699,0.6000000000000001,0.3999999999999999,0.6131019495862188,0.357871749560034,0.3743253329791617,0.6156648348407152,0.4433531056409152,0.6127532086553402,0.2618400879913601,0.6757816538952516,0.4201242334068754,0.6551083094746097,0.5699955080477219,0.3289492586585397,0.6760515995472495,0.2864325457230118,0.3593820532486027,0.4939622671169529,0.1469669859313053,0.2711474669265786,0.3173448816838239,0.5013480890106305,0.6829602908657373,0.7329141239654282,0.4757852496721223,0.1292120021780524,0.256421617652226,0.3514810190734433,0.5179028926260675,0.1581325301204819,0.4381789686938573
Mov. 3 - Cell 10,0.4852014110054341,0.4717395609005395,0.5468870568167965,0.6390692085711955,0.0450540278690284,0.5216666666666666,4.971306668949552e-33,0.0159205429719714,0.113659168296965,0.6907352090794285,0.681775084787796,0.6421167484997272,0.5388365041793757,0.4947569878541684,0.7857142857142858,0.4285714285714286,0.833683652484623,0.1950554771884494,0.5401803596729867,0.5119209935981528,0.5150218399198591,0.1387617940064811,0.6631853051081116,0.3655258490347616,0.65359794826087,0.6221594877273995,0.5666343457835465,0.3113661755795824,0.6975858444854294,0.1886239255784844,0.5986983674811002,0.2560973373191889,0.562670596077606,0.4700763690973887,0.6410429519657864,0.4092103147007333,0.5784156232946804,0.5424429304833547,0.4334695927962074,0.2193470616312307,0.5300896736271635,0.2767215785560523,0.4821002090531824,0.0759036144578313,0.2970375750162456
Mov. 3 - Cell 11,0.7093632937530145,0.3874008783706797,0.7656662470048321,0.6711131623498107,0.1779783727657067,0.3849999999999999,1.8724318903764795e-34,0.1020560654207264,0.0593609585933318,0.5457377183567718,0.5164387286460942,0.3120567375886525,0.3156739096339401,0.5042797772927444,0.411764705882353,0.2352941176470588,0.7366840495760605,0.2714797524534793,0.4707976710954846,0.530711766008532,0.5185116097084297,0.4385867219535941,0.3904742244497259,0.5958162012017129,0.4672530682456274,0.671427145483654,0.5170417162894522,0.4129058133957327,0.5954003372150581,0.1259823398838955,0.5718067272926479,0.4335718384104084,0.4060976037610076,0.6033641581230198,0.1807174512914471,0.7090372953967785,0.8313737006704027,0.5362247478824278,0.4186930619803606,0.265485424253252,0.6200346977956445,0.2726924604612817,0.2995136566937346,0.158132530120482,0.2617331141775926
