,a_mean,a_std,a_median,a_skew,a_kurtosis,b_dominant_freq,b_band_power_low,b_band_power_mid,b_band_power_high,b_spectral_entropy,b_spectral_flatness,c_avg_time_between_peaks,c_std_time_between_peaks,c_std_time_between_troughs,c_mean_peak_to_trough_time,c_mean_trough_to_peak_time,d_slope_magnitude,d_poly_mag_c0,d_poly_mag_c1,d_poly_mag_c2,d_poly_mag_c3,d_poly_peak_c0,d_poly_peak_c1,d_poly_peak_c2,d_poly_peak_c3,d_poly_trough_c0,d_poly_trough_c1,d_poly_trough_c2,d_poly_trough_c3,d_initial_magnitude,d_final_magnitude,d_initial_peak_to_trough_magnitude,d_final_peak_to_trough_magnitude,e_autocorr_lag1,e_autocorr_lagk,e_hurst_exponent,f_early_mean,f_late_mean,f_early_std,f_late_std,f_early_autocorr,f_late_autocorr,f_delta_mean,g_asymmetry_index,g_sharpness_index
Mov. 3 - Cell 12,0.8833922014154894,0.451515974479644,0.5626040693660386,0.5589267470365045,0.0872091045532774,0.59,1.4511347150417716e-33,0.0162806810627933,0.2181226075287367,0.4370822347665331,0.2068870856015831,0.5044917257683215,0.3669817604874003,0.2780588545286916,0.4666666666666665,0.4375,0.7123296300600914,0.2004179642522037,0.5316046603294482,0.5320052632910011,0.4849037236495431,0.3563479688132283,0.4733065785233037,0.5678561136709392,0.4586601661601412,0.8028905805595101,0.3886079438974045,0.4781812124098259,0.5821893625718957,0.3140244399318105,0.379410540155582,0.2782859074153156,0.3682419394449706,0.3699182389453546,0.323991257250017,0.2187203147489711,0.92243361173632,0.7722519991820294,0.3751552278393917,0.1205772906052797,0.4859463425063257,0.5129860898243038,0.3711159221602567,0.2733776013143485,0.3117694277741675
Mov. 3 - Cell 13,0.7609778144947583,0.2970185060201427,0.6093083702229602,0.6134415458331799,0.0503128589351557,0.7949999999999998,1.4511347150417716e-33,0.0443740166066623,0.04439924952599,0.4954180338423586,0.6981346683888109,0.3258239465999166,0.4020038546156856,0.423975083263897,0.5294117647058822,0.1176470588235294,0.952759849407044,0.1376349343597943,0.5307240017010835,0.5035318914331308,0.5383893279066884,0.2373946983328221,0.5171202619237233,0.507914623845978,0.5340460117817554,0.7830249584500426,0.4702667161341035,0.4336216902167939,0.5824453985521182,0.0519584866669056,0.7672269091705926,0.0746876334549872,0.6462828474195698,0.1971926364177346,0.3031090638999118,0.4208539276904122,0.6171911469165652,0.67081301863033,0.1524634380347556,0.2744177688714804,0.2474408053411966,0.1065354804804883,0.5286502112243563,2.220446049250313e-16,0.1823018997744732
Mov. 3 - Cell 14,0.8509438599317214,0.6328332197489224,0.749827397149005,0.5750888611582105,0.132060250060746,0.4533333333333332,0.0,0.0434567594673813,0.2955993993683082,0.7771336405527056,0.8059117230642842,0.6421167484997272,0.3737943758090163,0.4778923790929544,0.5,0.6428571428571428,0.6518629915056948,0.1771113415472601,0.6255457552663155,0.4511169763726962,0.5503029620389642,0.13316086008147,0.7878026690460989,0.2709175543485341,0.705014796769965,0.5591344952657915,0.6156023594201769,0.2691951546017239,0.7311585741143347,0.2250067635180723,0.5278492385230633,0.4980494284524064,0.5140862365365049,0.3664105485720241,0.2311792374773795,0.4850255607249005,0.8027079091723968,0.890265624831831,0.4132402981871084,0.2406938196499067,0.6913455323643202,0.2683110088150933,0.5238581167844272,0.3995983935742973,0.5235732579029854
Mov. 3 - Cell 15,0.6149890270867111,0.4789699120459105,0.6249441579011474,0.6377996040954167,0.0834052216004359,0.7266666666666667,8.024708101613481e-35,0.1152251754591746,0.1826738685362789,0.4791554451023398,0.6254609608704299,0.3120567375886525,0.3692318826609981,0.314823925402183,0.25,0.411764705882353,0.6018236716420272,0.2481395147755901,0.5404667900911854,0.4966019871652602,0.5258146422705418,0.3315472177706078,0.6173719035555996,0.3796852548434761,0.6368535801003062,0.6156417624311399,0.5970734382487356,0.294015749067928,0.7057728456349776,0.2826677922899154,0.5447222526569518,0.3810937348532683,0.3008104410062097,0.3245762344633175,0.3390238425140753,0.8370676993596533,0.6222755992311955,0.6956480793860917,0.3802628597040586,0.1902757803953404,0.2804153946557216,0.2389983122475734,0.539366513030155,0.4370659107016301,0.3676541416612514
Mov. 3 - Cell 2,0.7698325893119495,0.2533837828233789,0.671851520935709,0.9051794789368776,0.2657441748049305,0.1116666666666665,6.179025238242381e-33,0.0125122765209656,0.1008950938481381,0.6578503499206643,0.7078573612227074,0.5906788247213781,0.492492598019547,0.6491877221440643,0.4285714285714286,0.6000000000000001,0.7706146297880592,0.1592756681754001,0.5030935896542503,0.5409654274443019,0.4904035421342336,0.3484649647618898,0.4362571563660984,0.5727540040319234,0.4719573385672281,0.832732835079409,0.4341580145011784,0.4399138953574311,0.5984080326784404,0.1208485852024002,0.3019261531719075,0.2036428135389837,0.2306073044942638,0.6830024673502567,0.239691822252245,0.3255358441338234,0.782457762884814,0.67081301863033,0.192803543770684,0.0864200145049731,0.5233815190997277,0.1879782666659822,0.4117013951353255,0.4267469879518075,0.2146783379840218
Mov. 3 - Cell 21,0.7078913311860013,0.7081913949954727,0.7187588839702705,0.5744876242056897,0.2184239205679109,0.4533333333333332,2.8246972517679455e-33,0.1176895491606398,0.4192383430816681,0.6883449555819867,0.7275182572813218,1.0,0.8504347713389541,1.0,0.6666666666666667,1.0,0.2709486342885236,0.5303573717877004,0.4008939655248658,0.5720952369604401,0.4756555738858814,0.5877806076408976,0.420168496117435,0.5286461804765097,0.5273647588495197,0.4574426589530688,0.5781523627198452,0.3484485043544338,0.6642110227759843,0.6389175437509981,0.2715854059384245,0.7886065661818835,0.2819071676665615,0.3791707020626828,0.5523410201835729,0.4417366764745998,0.8397981121779212,0.826087307481191,0.8378297490013974,0.1470457096766461,0.2668006100934171,0.8003448224981204,0.4606210802528491,0.5144578313253012,0.6117503153549178
Mov. 3 - Cell 22,0.0,0.7518968365422788,0.5937538074158297,0.4507069264754784,0.2419263667118587,0.4533333333333332,3.751551037504303e-33,0.7022140014932529,0.3247691166292333,0.656628294577617,0.6266209937443862,0.5906788247213781,0.3282831305632776,0.2673714091822686,0.3571428571428572,0.6666666666666667,0.0,1.0,0.0,0.8382362443274842,0.2903165711921347,1.0,0.1033103630779203,0.7673100230331977,0.3532313673661171,0.0323790530437687,1.0,0.0119630961632888,0.880535399478697,1.0000000000000002,0.0894795661224936,1.0000000000000002,0.0875311370732905,0.7272813276418284,0.5034372832241583,0.8362104090304476,0.0,0.7308476747064443,0.9480063670173264,0.0240735815819535,0.5276415172561391,0.8763434574892311,1.0,0.5452335658423169,0.7617598715645427
Mov. 3 - Cell 23,0.4704530360664165,0.5051708906122552,0.7812614222474892,0.5339679529817,0.1226086492725284,0.4533333333333332,4.650318344885013e-33,0.1272364621982093,0.0476422852783947,0.4195429460368185,0.4011877788248535,0.4212765957446809,0.2930155159129091,0.3003495392790072,0.375,0.4666666666666665,0.618779157648758,0.3949881105917789,0.4232782390614003,0.5661015403341313,0.4890101912620409,0.3205123148040452,0.5674839013480057,0.4275926352177327,0.6065980074922973,0.352694504474633,0.7815666872117707,0.1682839432979257,0.7729144847978751,0.453232309733273,0.8381286293415139,0.4939884668691033,0.5410693611198821,0.4025792315170421,0.3498815016771318,0.5311665733598043,0.4502545513518727,0.6625230053921394,0.4392352182148351,0.2655962511419071,0.4996734345987351,0.2493846149094347,0.6420026302240031,0.3682730923694779,0.2823286571614235
Mov. 3 - Cell 24,0.578109464958505,0.7544557605253507,0.7968769037079131,0.7300689102571515,0.2173029047261785,0.9316666666666664,3.3703774026776627e-34,0.0767351288390247,0.250670944032807,0.4296521525204215,0.4190824797870321,0.3796690307328607,0.5134443676083648,0.658893483739241,0.25,0.5625,0.4990245681925578,0.683710659662982,0.2136391223683598,0.7242605702259344,0.3660194150952925,0.6799951435824148,0.4014420679285038,0.5357243418525655,0.5340512674843281,0.2948842923060742,0.8805021917062071,0.0456373261087237,0.8747399455607217,0.5736213016594249,0.244619261531719,0.9516116777535284,0.4681893134056065,0.3047086430381243,0.7267652926657727,0.4933846229958127,0.5126464793455092,0.8385075285482095,0.611698913076636,0.3353237198205904,0.4305437791058695,0.0970656720076961,0.6992844425972216,0.5692771084337351,0.6793968120484695
Mov. 3 - Cell 25,0.0929118871889222,0.8758913567894717,0.0,0.7677588088811682,0.0979129504172339,0.8633333333333332,2.2429059144009682e-33,0.3687239877525141,0.4523971458931618,0.6355951418083441,0.5077798440576996,0.2891113892365458,0.3092458688514803,0.1980086648962443,0.2941176470588236,0.2941176470588236,0.357705156647626,0.3405255358923197,0.6404367194230203,0.3910196595998119,0.6123108697260037,0.2075264521293827,0.8327930161692634,0.1859617086548252,0.7872734186672969,0.5317922487045277,0.4728603582266396,0.4418031047502468,0.5991663919790694,0.5748680706535019,0.2951988605237209,0.6814686533065393,0.5464723011612816,0.4216131467885484,0.2771370039464826,0.5846805739428889,0.3001689703764905,0.6252569608128011,0.6908632154781473,0.3667331625678461,0.2178727945073456,0.1888406029852977,0.7267296514332859,0.2951807228915664,0.6705745193226557
Mov. 3 - Cell 26,0.5102726900928047,0.8153878102072191,0.8750152296633207,0.4290532262743965,0.1812204928069221,0.2483333333333333,1.0432120532097526e-33,0.3044612878186942,0.1361373837930952,0.6534663361985276,0.6254550490568588,0.5044917257683215,0.5134443676083648,0.4227264169223012,0.5333333333333334,0.3999999999999999,0.3165705654322698,0.1280242745630713,0.9249848652249644,0.1471520586107022,0.8104195287834537,0.3666246444586227,0.6852113027255868,0.312163946391505,0.6897945586075855,0.8167964571667496,0.001014326477135,0.946506794641886,0.2094807167726126,0.2688832535292529,0.6155626164128407,0.7056667443925981,0.4627898817668316,0.3790877957026505,0.2950340670402218,0.6911677188638929,0.8145029619126305,0.6956507700752308,0.681925694779715,0.2677402760239823,0.2425173812230396,0.3067625520335251,0.4033408187192551,0.1998428496595075,0.6911662398226366
Mov. 3 - Cell 27,0.7668809977062132,0.6422283242315562,0.5937538074158297,0.8693553746776568,0.3214407091129261,0.8633333333333332,5.302994603816243e-33,0.0591351019886403,0.6587870363189205,0.6606876257542678,0.5449019311318938,0.6352583586626142,0.3524178887421222,0.4567337727805974,0.3571428571428572,0.7333333333333334,0.6116618335487206,0.2817627372419962,0.5575306454370951,0.458999773258548,0.5703764296256206,0.4215408506250093,0.5784718466469899,0.3783799589363169,0.659308480395722,0.7014668189936586,0.4677721814389072,0.4190409173362768,0.6126973101755858,0.311524382890092,0.7066155363208065,0.5927693924015476,0.4249903518927834,0.5851926367801692,0.1624912510470375,0.3719540765538274,1.0,0.6459618137397349,0.7469390290123953,0.2242381115441164,0.5710408672615771,0.4854360756136999,0.2434368467088091,0.5990911012470939,0.4793929895646187
Mov. 3 - Cell 28,0.4660275652757555,0.7049510967562593,0.625005076554439,0.6509487234196858,0.1966423282262348,0.4533333333333332,1.0432120532097526e-33,0.0303108103707832,0.4915941379708,0.6316748750808974,0.2734819223213925,0.4212765957446809,0.3521886418369888,0.3597909083637415,0.375,0.375,0.2739181814172187,0.5289995360940045,0.4370755965224593,0.5277935601878673,0.5180892671188735,0.7023606829914351,0.3954191398929074,0.5254972890552668,0.5409828997646974,0.4842621818599715,0.56177718226435,0.3720065477553858,0.6423839828466356,0.6049714302477562,0.4975172564917278,0.858880274992598,0.2522085394519874,0.433619521099564,0.3604735445344316,0.373715896560195,0.4536251925845906,0.8819863743501974,0.7106245449302807,0.1939960508860854,0.4492504170281826,0.231093090838361,0.7661101220200611,0.2951807228915664,0.6293987232903943
Mov. 3 - Cell 29,0.5220694734260896,0.9845609652303532,0.7343743654306945,0.6056826212201802,0.2629243222289668,0.7266666666666667,6.4197664812907865e-34,0.0733496336119925,0.274130240694623,0.6040272958094426,0.2932091160910366,0.3900709219858156,0.4473171941983843,0.6593531090412992,0.5,0.25,0.2021739612867599,0.5575458875737722,0.4321299091415301,0.5621182683063463,0.4705656843831316,0.723666659114087,0.3302837913354189,0.6325893365050147,0.430330270886163,0.3376916460443623,0.6116410741787013,0.3291944853045725,0.6809393532220969,0.8557789780079725,0.3154333296811659,0.8084798117809804,0.136133038627513,0.2709221972563097,0.4275432488693887,0.4521395659834448,0.4873513290802185,0.8757762638166877,0.8730204844058882,0.0955480689308719,0.4952370124742289,0.2769605945367641,0.7386649131839982,0.1124497991967873,0.9176484079354764
Mov. 3 - Cell 3,0.7226262897995355,0.1815200835063725,0.6405799455793346,0.6443327482171749,0.0425533316205202,0.2483333333333333,0.0,0.0140910297189004,0.0833978518485579,0.7049312269369432,0.6842485685434762,0.4628841607565013,0.3885105815632989,0.3373156379288141,0.3333333333333332,0.5333333333333334,0.7219822451862195,0.1340759846403217,0.5379255966950527,0.4961420356181859,0.5342493861308389,0.3439462421058845,0.4349018381116725,0.5553612587837929,0.5012716538694405,0.8290420257409135,0.4220833089014996,0.4661538116838364,0.5774365877283415,0.1372440049153662,0.2918023446915747,0.1775216606450899,0.1819808441216715,0.6227350791969196,0.1863458942328824,0.5157391430997744,0.7217511555075351,0.7494618621721392,0.1573577399407864,0.1408838822939648,0.4493389191374107,0.6160684794856074,0.4999906949622534,0.4596385542168677,0.0970222850808454
Mov. 3 - Cell 30,0.6371010480966461,0.4780997068078354,0.5625025382772186,0.5981290295715093,0.0935945428573319,0.9316666666666664,2.206794727943708e-34,0.0657683283319119,0.2088080386137986,0.4980634060327698,0.501986076686185,0.2523988318731749,0.3123838252394234,0.3206506240090578,0.2777777777777777,0.2941176470588236,0.764737348799183,0.2361783377364958,0.4678417857964962,0.5562897518878169,0.4866974763706736,0.4624795541542017,0.3456457900954118,0.6516404097185398,0.4129630947159985,0.6599580592010708,0.5710389213791583,0.3348756358938918,0.663702448513132,0.1673066204248466,0.2614747452613124,0.217798539625815,0.4870820615373818,0.3959960067287411,0.2594820139608245,0.4892186215498348,0.6526135618999191,0.6873688289044582,0.4217880522593881,0.3188328908363096,0.6069144178129914,0.191782563056232,0.5131263065823842,0.3092009983668693,0.3617445816291425
Mov. 3 - Cell 31,0.7831032518301697,0.7191456713753002,0.9687487308613888,0.4218603727130169,0.1714908409206862,0.7266666666666667,1.2839532962581572e-34,0.0275299872080066,0.1984690961244488,0.5320093474610776,0.5995848353628078,0.5906788247213781,0.3282831305632776,0.555629233294362,0.3333333333333332,0.6666666666666667,0.6029603092081959,0.2829114694234685,0.5867124798792869,0.4729569809737189,0.5347470088389453,0.5218583814942073,0.4334159823381642,0.5798745241280926,0.4536867429400586,0.7951837861756734,0.277067499850146,0.5847169369792866,0.5067648764788576,0.3905255335030458,0.730207077900734,0.5988136752226321,0.4222783566642108,0.218564186637865,0.326572266143808,0.3248272665934881,0.8634057502525785,0.739129615877216,0.4023421434783428,0.2538679950050941,0.4642194661227706,0.2947998697857079,0.3937954008300086,0.5692771084337354,0.620576430564581
Mov. 3 - Cell 34,0.6621723271840096,0.3077303571207168,0.7343540592129294,0.5964366519223079,0.0,0.5216666666666666,8.024708101613481e-35,0.0612656062393418,0.0698448142999573,0.5255713401649964,0.559988653084797,0.5044917257683215,0.4680363790211412,0.3715564476235586,0.6000000000000001,0.3333333333333332,0.8471069700741708,0.1091548437004767,0.5811950302257352,0.4785775554314929,0.541709803194342,0.2809703553771392,0.4757140817467087,0.5588189614073338,0.4765664052895585,0.8193683635093543,0.3870152734355649,0.4983642395363872,0.550980488860384,0.0958268278611308,0.5987071326832477,0.2157811587102383,0.5464758095639057,0.4665340701714294,0.4259463569827275,0.6494337547401665,0.6779087121652099,0.666663975977527,0.2087034572581665,0.2140343037267307,0.5956504533977519,0.3116829442038428,0.4832928047244785,0.1124497991967872,0.1676235617904514
Mov. 3 - Cell 36,0.8621530082089599,0.2885809052112068,0.7031230962920834,0.5746538163843121,0.0640897398570179,0.836,8.902076187389891e-35,0.0212651896185538,0.0807796440219018,0.5746042996010865,0.5370510119986619,0.2340425531914893,0.1187751258498915,0.2079555790705949,0.1333333333333333,0.4285714285714286,0.7371228297693708,0.4368748929861404,0.2893110597678106,0.6875780142428023,0.3858770421494046,0.4621023737098646,0.2966685299260579,0.7211479085008085,0.3397010524031019,0.5141214311444655,0.6769424327047977,0.2622957933759872,0.7065331224590412,0.1660533323772055,0.2479807165552753,0.2621494800659185,0.2873065993053362,0.2790036530235511,0.2145547428260771,0.5077569456498312,0.7065766952374899,0.757762638166886,0.2354002299142908,0.1709597646117809,0.0794987576848834,0.4610407902071022,0.515513048764601,0.5807937632884481,0.2029165551775543
Mov. 3 - Cell 37,0.7241135853099507,0.3391151935287553,0.671851520935709,0.6749281736168541,0.0871880826995942,0.3166666666666665,9.657736200291826e-33,0.0318230556583321,0.1201604215641469,0.575432728826724,0.6844360945540598,0.5460992907801421,0.3408431790096254,0.55870612253257,0.4666666666666665,0.5333333333333334,0.7585867493210622,0.1461795859847598,0.5512577777214626,0.5116497198017342,0.5051588317081467,0.3281680595475302,0.4853256387214864,0.5532674447387428,0.4709374914667342,0.8238546330457008,0.4157576345646868,0.4564569061209834,0.5917199330459397,0.050684011695182,0.2344998356524596,0.1875614056691024,0.2495140862365364,0.4999961219191163,0.3252603883031477,0.447725777355217,0.755481675151711,0.6459618137397349,0.3002508692106812,0.1227068829557947,0.5267925288175381,0.3863503183724704,0.4164671253016397,0.3450164293537789,0.2235044531936852
Mov. 3 - Cell 38,0.6371029647145718,0.3795889117326504,0.7187385777525055,0.4460368984510705,0.1212535582700015,0.6583333333333333,8.024708101613481e-35,0.1183362222212277,0.0239933784013068,0.1839386653589385,0.1233509336294126,0.3258239465999166,0.3029147394494164,0.3717991957084328,0.4705882352941177,0.1764705882352941,0.7919672071677358,0.318515486155087,0.4104879463224182,0.5687561597641971,0.4997649163798285,0.4243971061054972,0.3659110002601339,0.6221826684440025,0.4506209181991593,0.6389132768094021,0.5500599226972434,0.399222651300276,0.5919948765693834,0.3353547831925759,1.0,0.3811015947789131,0.6463565238746799,0.2501875845983015,0.6621709807697487,0.7380750036202766,0.5042154931151694,0.757762638166886,0.4056295770125243,0.3015764160136011,0.2479047224878485,0.1250411100097632,0.6587113763391503,0.0759036144578313,0.264684071709797
Mov. 3 - Cell 39,0.8509438599317214,0.7167904952552976,1.0,0.5809392971098668,0.0844528087769951,0.7266666666666667,6.687256751344569e-36,0.0505306885436706,0.0702810218936497,0.0,0.0,0.1300236406619386,0.0987112680398277,0.1047567240550989,0.3157894736842106,0.0526315789473683,0.3685889404503386,0.312426340503605,0.6415315047688788,0.3746001020834496,0.6349681081900455,0.494463796213739,0.5534987905294365,0.4074465272829126,0.6286148719770562,0.7184986770831043,0.3016589163926136,0.6116394351090089,0.4738529873230528,0.4231322096658008,0.315428947080092,0.8205788573240099,0.4735782198365086,0.0,1.0,0.1740264139676237,0.8296796137569498,0.8799172344020745,0.6264912016463589,0.2730166520455298,0.0825746132773876,0.3224825807055739,0.4988074043287043,0.0759036144578313,0.6176369404839265
Mov. 3 - Cell 4,0.6193972483160444,0.5304915893306981,0.5628071315436785,0.6492582204662467,0.0374134055787051,0.7266666666666667,2.583956008719541e-33,0.003545391358154,0.1778159349640528,0.4205863890520036,0.3872656060742667,0.273049645390071,0.3740103336193433,0.3739177481057772,0.1176470588235294,0.411764705882353,0.8915492605544207,0.2917473364407354,0.373473853592344,0.6797857701465506,0.365825845459208,0.3302468685925055,0.4005687124413145,0.6668684305045205,0.3700981550477995,0.6149658187561529,0.6290962713629245,0.2346739594334249,0.7581807110803418,0.300236641644366,0.5887673934480113,0.2621992595950042,0.5088236326000772,0.2116765061594788,0.3003770133456229,0.1960150956768869,0.6407944018426761,0.7184382163959819,0.3941282305979937,0.2406457515187572,0.1408339523338204,0.297333019292764,0.5393975298226459,0.5837032339885861,0.3676159168227514
Mov. 3 - Cell 40,0.4498072277697211,0.6971680710119977,0.6562360394752851,0.5792323178302405,0.0725467678336891,0.1799999999999999,2.9557674840942997e-34,0.0547607449363124,0.2675944846513304,0.6780457398638164,0.5620411881593855,0.3258239465999166,0.3029147394494164,0.3717991957084328,0.411764705882353,0.2352941176470588,0.6920078666380776,0.2681654180077614,0.5541914444406764,0.5035045448756839,0.512335230684288,0.330564206780535,0.586692673818366,0.455263784354629,0.5483201701514586,0.6487398718198467,0.4922226054284533,0.3836606126148054,0.6451560499981446,0.2112059271235,0.5278799167305798,0.3730373110670369,0.62746026734028,0.4028314084349257,0.4994902384707623,0.593602024042895,0.6694777259348701,0.5362328199498441,0.5372670163221474,0.2792833101775834,0.3949751272981591,0.4323027149867766,0.4140819339590458,0.158132530120482,0.444099996177516
Mov. 3 - Cell 41,0.811126122523266,0.6711423986929371,0.6093692888762536,0.5904028051039311,0.0280343464201259,1.0,6.4197664812907865e-34,0.0113198054510757,0.0937130755472058,0.5962333306238117,0.2968021427462214,0.3510638297872341,0.2463302234843404,0.380236476909202,0.1875,0.4705882352941177,0.3790931208344361,0.494783612394267,0.4067267670762046,0.5856247570174743,0.4583754762577514,0.6010505707072267,0.445221921675982,0.5292242734558912,0.5135147309624508,0.5358753168157566,0.5674616482950111,0.3460356830413237,0.6656775216505403,0.5447761194029849,0.3390380190643148,0.7943607653471597,0.2090165947444128,0.1248096402835049,0.1809185121052944,0.125668721790769,0.9578428772740324,0.7971005133834872,0.6886890721002661,0.1457026725422312,0.0869105798674196,0.4343539092418452,0.3603810102789656,0.5565481741206313,0.470574519322656
Mov. 3 - Cell 42,0.7491848643973213,0.6511833963376611,0.953133249400965,0.5057882519104993,0.0300717002789705,0.59,8.024708101613481e-35,0.1060618423632801,0.1566477617574196,0.4236332951394228,0.4813644532777619,0.3120567375886525,0.4183946924392221,0.314823925402183,0.3125,0.3529411764705883,0.5071713680304121,0.4050503543606861,0.4955380583239115,0.5031924028823637,0.5353845910167886,0.4408484261551697,0.5389314930578232,0.4336136505454159,0.6078565008253418,0.5885002190994377,0.4661315729752466,0.4515985024612348,0.581893607548573,0.4557421453553371,0.7234797852525469,0.6935755587752136,0.3817984071852083,0.1876378802017112,0.2600479220135723,0.445025778019138,0.620572746020648,0.8509304403043689,0.535757971391637,0.1976649440198168,0.1343640112023519,0.0698468817392744,0.630072020992166,0.3289629104653913,0.4382171935323573
Mov. 3 - Cell 43,0.7123148853587438,0.5830450370428146,0.5937335011980647,0.7983136142772718,0.1615892729106383,0.59,3.6111186457260665e-33,0.0748265340843902,0.2113925425585129,0.577945773122551,0.4573237103994121,0.3900709219858156,0.2320470734117878,0.4837993857053428,0.25,0.5,0.611416736154798,0.0310853260480688,0.8563861757402497,0.2166515699844096,0.7609198960959396,0.2419045163157105,0.7965403209604036,0.1863597774299256,0.8110982328183272,0.8262742249271344,0.2723623093370516,0.6315403390538379,0.4470306805970168,0.1146375569194863,0.8853336255067383,0.3568982637424248,0.4708767498158088,0.3622567738062381,0.410086293377952,0.7350996009516648,0.661044548130258,0.6397517032062243,0.3533384126550118,0.243646731623785,0.5771039207574922,0.283601979963139,0.4797150177105893,0.5144578313253012,0.4323305684033484
Mov. 3 - Cell 44,0.3185514823572859,1.0,0.7031230962920834,0.0,1.0,0.8633333333333332,6.4197664812907865e-34,0.9999999999999998,0.8762125410823037,1.0000000000000004,0.9229052770864044,0.3258239465999166,0.1806849257195996,0.2514158888884632,0.2941176470588236,0.3529411764705883,0.4330837503536675,0.3217569244268726,0.59015438742691,0.4238511621801571,0.5937594770967243,0.3964190332469881,0.6531553268244611,0.3268142179358435,0.6849999091781109,0.6770416569985196,0.4216561500041565,0.4904655512946408,0.5583625222125085,0.3353515236657942,0.2918111098937219,0.7681583932216,0.3763884503385609,0.4858061754633074,0.1510414981268562,0.7914473990434336,0.6711630465512286,0.0,0.6677593492235513,1.0,0.1489957886992102,0.5449489796222344,0.1038194078273979,0.3450164293537787,1.0
Mov. 3 - Cell 45,0.8391451599805073,0.2353989571373159,0.7031027900743183,0.6654462085272732,0.0974109034531761,0.8633333333333332,4.49383653690355e-33,0.0112641073095937,0.084954089052767,0.8410425371550363,0.8577202843511186,0.3900709219858156,0.4911914182719072,0.380236476909202,0.375,0.3529411764705883,0.7278754771438177,0.1805452893539829,0.4962857743820682,0.5317650968359936,0.5052939615284109,0.3754300415297917,0.4090710050310291,0.5868718521955354,0.4684848442366038,0.8005413015088245,0.4515748338874034,0.4384032110823997,0.5949028433795909,0.1296835325447451,0.3997458091377225,0.2641642410062801,0.2063256499315859,0.5344936683565011,0.1166380163119504,0.5457756923988741,0.7841474666497197,0.7370577852399549,0.2138886065714914,0.0840057370751278,0.0198931082258426,0.3012423742642861,0.4486873693417614,0.2775916500225501,0.1882114598065823
Mov. 3 - Cell 46,0.2698828033674942,0.8890684917281995,0.312492385168337,0.1546188432804108,0.7758117556686309,0.3166666666666665,4.774701320460022e-34,0.4771642909490921,1.0,0.7677948808587876,0.7165968992639825,0.4628841607565013,0.4393190349166509,0.5935273922869733,0.3333333333333332,0.5,0.6792434182863026,0.3625351545320091,0.4455419820048962,0.5658767304479404,0.4807997712217963,0.5156919294066693,0.4780863552601944,0.4899273808038115,0.5610874267002343,0.6842270174989997,0.5365715351398622,0.334786728862724,0.6792232274597645,0.3265752478055235,0.6897469047879916,0.6955903197155754,0.5788653825913063,0.8233151588670666,0.1878915496157044,0.787490976064106,0.93086021481811,0.1387157878875937,0.5442641300246069,0.9002396003757541,0.6745862444167305,0.7060532011148035,0.0,0.4322289156626506,0.6411643285807117
Mov. 3 - Cell 47,0.6415265188873143,0.8554609126338311,0.7968565974901498,0.6150941911419547,0.0984472323620257,0.1799999999999999,7.650221723538187e-34,0.0913698378493144,0.4150477931299436,0.5303139623193069,0.3810229324828171,1.0,0.5646379928365436,0.5699547067697375,0.8333333333333333,0.75,1.0,0.1887212078615619,0.5799100999852274,0.5636751355738182,0.4287660113053109,0.3685009729498505,0.4942401163862472,0.6226399982316883,0.3775793869112068,0.7151310132080133,0.4234264924161709,0.3921506502187403,0.6597233122605755,0.2061829963525893,0.989876191519666,0.3246437488701355,1.0,0.6156347611239666,0.5628597082658671,0.5110855291494789,0.6222602582112806,0.6169777103311676,0.3759757796236799,0.4291599344663842,0.5809157383567153,0.4765447135489244,0.4940339199642685,0.245345016429354,0.7029280226291043
Mov. 3 - Cell 48,0.8288222558321614,0.46217375622407,0.8124923851683352,0.8555314184080441,0.3753626821585636,0.59,3.473361156648369e-33,0.007839998376154,0.1784049944563904,0.7582582537705118,0.6348900683640221,0.3900709219858156,0.4473171941983843,0.5313942174580787,0.3125,0.4375,0.6373192002257846,0.1030185740630424,0.663387468463678,0.4112968593482545,0.5858487518563428,0.2445570304781297,0.6394329412124857,0.391349894033739,0.6097309481770313,0.8205410913329703,0.3742484985669759,0.4917645227897103,0.5716635258813338,0.089557128096143,0.4840495233921333,0.213763777794662,0.2684138511735608,0.3934097832108993,0.1757405488444309,0.3281088072882823,0.9376058804320913,0.7660445793376587,0.459513459569818,0.1457127176146183,0.3385548820399517,0.305966360517147,0.3568016724254511,0.3995983935742975,0.4823363021291234
Mov. 3 - Cell 49,0.6887194020742378,0.4272458595027938,0.6874873086138944,0.6065678810200561,0.058845521913685,0.59,4.1888976290422366e-33,0.0410878547941934,0.0624863044648711,0.5557587924802458,0.3854858702634883,0.2891113892365458,0.6036715291923818,0.3709108980836647,0.1666666666666667,0.411764705882353,0.9808845450172148,0.2476081326345951,0.3667892034439116,0.6807441449860712,0.3737654834901419,0.3915185094036659,0.3611505171976595,0.6660453652690668,0.3955649892613632,0.6815111261827811,0.656159615661658,0.1887039470943284,0.7930244544387328,0.1484991508932733,0.7909104853730691,0.2742485256089477,0.4978739080096833,0.2240952826271454,0.0862817553927523,0.5279571814270105,0.6762233915488514,0.6625256960812784,0.2814439053026502,0.2455505317437398,0.0515043000641317,0.2481448126549188,0.4821002090531808,0.5255138199858258,0.338213371048507
